fileName,source,conditionName,type,url,alternativeName,altNames
MAYO_Menorrhagia_overview.json,MAYO,Menorrhagia,overview.json,https://www.mayoclinic.org/diseases-conditions/menorrhagia/symptoms-causes/syc-20352829,Excessive menstrual bleeding,
MAYO_Menorrhagia_treatment.json,MAYO,Menorrhagia,treatment.json,https://www.mayoclinic.org/diseases-conditions/menorrhagia/symptoms-causes/syc-20352829,Excessive menstrual bleeding,
MAYO_Menstrual cramps_treatment.json,MAYO,Menstrual cramps,treatment.json,https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938,"Cramps, menstrual",
MAYO_Menstrual cramps_overview.json,MAYO,Menstrual cramps,overview.json,https://www.mayoclinic.org/diseases-conditions/menstrual-cramps/symptoms-causes/syc-20374938,"Cramps, menstrual",
NHS_Mental health and wellbeing_overview.json,NHS,Mental health and wellbeing,overview.json,https://www.nhs.uk/conditions/stress-anxiety-depression/,,
MAYO_Mental illness_treatment.json,MAYO,Mental illness,treatment.json,https://www.mayoclinic.org/diseases-conditions/mental-illness/symptoms-causes/syc-20374968,,
MAYO_Mental illness_overview.json,MAYO,Mental illness,overview.json,https://www.mayoclinic.org/diseases-conditions/mental-illness/symptoms-causes/syc-20374968,,
MAYO_Meralgia paresthetica_treatment.json,MAYO,Meralgia paresthetica,treatment.json,https://www.mayoclinic.org/diseases-conditions/meralgia-paresthetica/symptoms-causes/syc-20355635,Burning thigh pain,
MAYO_Meralgia paresthetica_overview.json,MAYO,Meralgia paresthetica,overview.json,https://www.mayoclinic.org/diseases-conditions/meralgia-paresthetica/symptoms-causes/syc-20355635,Burning thigh pain,
MAYO_Merkel cell carcinoma_treatment.json,MAYO,Merkel cell carcinoma,treatment.json,https://www.mayoclinic.org/diseases-conditions/merkel-cell-carcinoma/symptoms-causes/syc-20351030,"Cancer, Merkel cell",
MAYO_Merkel cell carcinoma_overview.json,MAYO,Merkel cell carcinoma,overview.json,https://www.mayoclinic.org/diseases-conditions/merkel-cell-carcinoma/symptoms-causes/syc-20351030,"Cancer, Merkel cell",
MAYO_Mesenteric ischemia_treatment.json,MAYO,Mesenteric ischemia,treatment.json,https://www.mayoclinic.org/diseases-conditions/mesenteric-ischemia/symptoms-causes/syc-20374989,,
MAYO_Mesenteric ischemia_overview.json,MAYO,Mesenteric ischemia,overview.json,https://www.mayoclinic.org/diseases-conditions/mesenteric-ischemia/symptoms-causes/syc-20374989,,
MAYO_Mesenteric lymphadenitis_treatment.json,MAYO,Mesenteric lymphadenitis,treatment.json,https://www.mayoclinic.org/diseases-conditions/mesenteric-lymphadenitis/symptoms-causes/syc-20353799,"Adenitis, mesenteric",
MAYO_Mesenteric lymphadenitis_overview.json,MAYO,Mesenteric lymphadenitis,overview.json,https://www.mayoclinic.org/diseases-conditions/mesenteric-lymphadenitis/symptoms-causes/syc-20353799,"Adenitis, mesenteric",
NHS_Mesothelioma_overview.json,NHS,Mesothelioma,overview.json,https://www.nhs.uk/conditions/mesothelioma/,,
MAYO_Mesothelioma_treatment.json,MAYO,Mesothelioma,treatment.json,https://www.mayoclinic.org/diseases-conditions/mesothelioma/symptoms-causes/syc-20375022,"Cancer, mesothelioma",
MAYO_Mesothelioma_overview.json,MAYO,Mesothelioma,overview.json,https://www.mayoclinic.org/diseases-conditions/mesothelioma/symptoms-causes/syc-20375022,"Cancer, mesothelioma",
NHS_Metabolic syndrome_overview.json,NHS,Metabolic syndrome,overview.json,https://www.nhs.uk/conditions/metabolic-syndrome/,,
MAYO_Metabolic syndrome_treatment.json,MAYO,Metabolic syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/metabolic-syndrome/symptoms-causes/syc-20351916,Insulin resistance syndrome,
MAYO_Metabolic syndrome_overview.json,MAYO,Metabolic syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/metabolic-syndrome/symptoms-causes/syc-20351916,Insulin resistance syndrome,
MAYO_Metachromatic leukodystrophy_overview.json,MAYO,Metachromatic leukodystrophy,overview.json,https://www.mayoclinic.org/diseases-conditions/metachromatic-leukodystrophy/symptoms-causes/syc-20354733,,
MAYO_Metachromatic leukodystrophy_treatment.json,MAYO,Metachromatic leukodystrophy,treatment.json,https://www.mayoclinic.org/diseases-conditions/metachromatic-leukodystrophy/symptoms-causes/syc-20354733,,
NHS_Metallic taste_overview.json,NHS,Metallic taste,overview.json,https://www.nhs.uk/conditions/metallic-taste/,,
MAYO_Metatarsalgia_treatment.json,MAYO,Metatarsalgia,treatment.json,https://www.mayoclinic.org/diseases-conditions/metatarsalgia/symptoms-causes/syc-20354790,,
MAYO_Metatarsalgia_overview.json,MAYO,Metatarsalgia,overview.json,https://www.mayoclinic.org/diseases-conditions/metatarsalgia/symptoms-causes/syc-20354790,,
MAYO_Microcephaly_overview.json,MAYO,Microcephaly,overview.json,https://www.mayoclinic.org/diseases-conditions/microcephaly/symptoms-causes/syc-20375051,,
MAYO_Microcephaly_treatment.json,MAYO,Microcephaly,treatment.json,https://www.mayoclinic.org/diseases-conditions/microcephaly/symptoms-causes/syc-20375051,,
MAYO_Microscopic colitis_treatment.json,MAYO,Microscopic colitis,treatment.json,https://www.mayoclinic.org/diseases-conditions/microscopic-colitis/symptoms-causes/syc-20351478,"Colitis, microscopic",
MAYO_Microscopic colitis_overview.json,MAYO,Microscopic colitis,overview.json,https://www.mayoclinic.org/diseases-conditions/microscopic-colitis/symptoms-causes/syc-20351478,"Colitis, microscopic",
NHS_Middle East respiratory syndrome (MERS)_overview.json,NHS,Middle East respiratory syndrome (MERS),overview.json,https://www.nhs.uk/conditions/middle-east-respiratory-syndrome-mers/,,
MAYO_Migraine_treatment.json,MAYO,Migraine,treatment.json,https://www.mayoclinic.org/diseases-conditions/migraine-headache/symptoms-causes/syc-20360201,"Headache, migraine",
MAYO_Migraine_overview.json,MAYO,Migraine,overview.json,https://www.mayoclinic.org/diseases-conditions/migraine-headache/symptoms-causes/syc-20360201,"Headache, migraine",
NHS_Migraine_treatment.json,NHS,Migraine,treatment.json,https://www.nhs.uk/conditions/migraine/,,
NHS_Migraine_overview.json,NHS,Migraine,overview.json,https://www.nhs.uk/conditions/migraine/,,
MAYO_Migraine with aura_treatment.json,MAYO,Migraine with aura,treatment.json,https://www.mayoclinic.org/diseases-conditions/migraine-with-aura/symptoms-causes/syc-20352072,,
MAYO_Migraine with aura_overview.json,MAYO,Migraine with aura,overview.json,https://www.mayoclinic.org/diseases-conditions/migraine-with-aura/symptoms-causes/syc-20352072,,
MAYO_Mild cognitive impairment (MCI)_overview.json,MAYO,Mild cognitive impairment (MCI),overview.json,https://www.mayoclinic.org/diseases-conditions/mild-cognitive-impairment/symptoms-causes/syc-20354578,,
MAYO_Mild cognitive impairment (MCI)_treatment.json,MAYO,Mild cognitive impairment (MCI),treatment.json,https://www.mayoclinic.org/diseases-conditions/mild-cognitive-impairment/symptoms-causes/syc-20354578,,
MAYO_Milia_overview.json,MAYO,Milia,overview.json,https://www.mayoclinic.org/diseases-conditions/milia/symptoms-causes/syc-20375073,,
MAYO_Milia_treatment.json,MAYO,Milia,treatment.json,https://www.mayoclinic.org/diseases-conditions/milia/symptoms-causes/syc-20375073,,
MAYO_Milk allergy_overview.json,MAYO,Milk allergy,overview.json,https://www.mayoclinic.org/diseases-conditions/milk-allergy/symptoms-causes/syc-20375101,"Allergy, milk",
MAYO_Milk allergy_treatment.json,MAYO,Milk allergy,treatment.json,https://www.mayoclinic.org/diseases-conditions/milk-allergy/symptoms-causes/syc-20375101,"Allergy, milk",
MAYO_Miscarriage_overview.json,MAYO,Miscarriage,overview.json,https://www.mayoclinic.org/diseases-conditions/pregnancy-loss-miscarriage/symptoms-causes/syc-20354298,,
NHS_Miscarriage_overview.json,NHS,Miscarriage,overview.json,https://www.nhs.uk/conditions/miscarriage/,,
MAYO_Miscarriage_treatment.json,MAYO,Miscarriage,treatment.json,https://www.mayoclinic.org/diseases-conditions/pregnancy-loss-miscarriage/symptoms-causes/syc-20354298,,
MAYO_Mitral valve disease_overview.json,MAYO,Mitral valve disease,overview.json,https://www.mayoclinic.org/diseases-conditions/mitral-valve-disease/symptoms-causes/syc-20355107,,
MAYO_Mitral valve disease_treatment.json,MAYO,Mitral valve disease,treatment.json,https://www.mayoclinic.org/diseases-conditions/mitral-valve-disease/symptoms-causes/syc-20355107,,
NHS_Mitral valve problems_overview.json,NHS,Mitral valve problems,overview.json,https://www.nhs.uk/conditions/mitral-valve-problems/,,Heart valve problems
MAYO_Mitral valve prolapse_overview.json,MAYO,Mitral valve prolapse,overview.json,https://www.mayoclinic.org/diseases-conditions/mitral-valve-prolapse/symptoms-causes/syc-20355446,Barlow's syndrome,
MAYO_Mitral valve prolapse_treatment.json,MAYO,Mitral valve prolapse,treatment.json,https://www.mayoclinic.org/diseases-conditions/mitral-valve-prolapse/symptoms-causes/syc-20355446,Barlow's syndrome,
MAYO_Mitral valve regurgitation_treatment.json,MAYO,Mitral valve regurgitation,treatment.json,https://www.mayoclinic.org/diseases-conditions/mitral-valve-regurgitation/symptoms-causes/syc-20350178,,
MAYO_Mitral valve regurgitation_overview.json,MAYO,Mitral valve regurgitation,overview.json,https://www.mayoclinic.org/diseases-conditions/mitral-valve-regurgitation/symptoms-causes/syc-20350178,,
MAYO_Mitral valve stenosis_treatment.json,MAYO,Mitral valve stenosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/mitral-valve-stenosis/symptoms-causes/syc-20353159,,
MAYO_Mitral valve stenosis_overview.json,MAYO,Mitral valve stenosis,overview.json,https://www.mayoclinic.org/diseases-conditions/mitral-valve-stenosis/symptoms-causes/syc-20353159,,
MAYO_Mittelschmerz_overview.json,MAYO,Mittelschmerz,overview.json,https://www.mayoclinic.org/diseases-conditions/mittelschmerz/symptoms-causes/syc-20375122,,
MAYO_Mittelschmerz_treatment.json,MAYO,Mittelschmerz,treatment.json,https://www.mayoclinic.org/diseases-conditions/mittelschmerz/symptoms-causes/syc-20375122,,
MAYO_Mixed connective tissue disease_overview.json,MAYO,Mixed connective tissue disease,overview.json,https://www.mayoclinic.org/diseases-conditions/mixed-connective-tissue-disease/symptoms-causes/syc-20375147,,
MAYO_Mixed connective tissue disease_treatment.json,MAYO,Mixed connective tissue disease,treatment.json,https://www.mayoclinic.org/diseases-conditions/mixed-connective-tissue-disease/symptoms-causes/syc-20375147,,
MAYO_Molar pregnancy_overview.json,MAYO,Molar pregnancy,overview.json,https://www.mayoclinic.org/diseases-conditions/molar-pregnancy/symptoms-causes/syc-20375175,,
MAYO_Molar pregnancy_treatment.json,MAYO,Molar pregnancy,treatment.json,https://www.mayoclinic.org/diseases-conditions/molar-pregnancy/symptoms-causes/syc-20375175,,
NHS_Molar pregnancy_overview.json,NHS,Molar pregnancy,overview.json,https://www.nhs.uk/conditions/molar-pregnancy/,,
MAYO_Mold allergy_overview.json,MAYO,Mold allergy,overview.json,https://www.mayoclinic.org/diseases-conditions/mold-allergy/symptoms-causes/syc-20351519,"Allergy, mold",
MAYO_Mold allergy_treatment.json,MAYO,Mold allergy,treatment.json,https://www.mayoclinic.org/diseases-conditions/mold-allergy/symptoms-causes/syc-20351519,"Allergy, mold",
NHS_Moles_overview.json,NHS,Moles,overview.json,https://www.nhs.uk/conditions/moles/,,
MAYO_Moles_treatment.json,MAYO,Moles,treatment.json,https://www.mayoclinic.org/diseases-conditions/moles/symptoms-causes/syc-20375200,,
MAYO_Moles_overview.json,MAYO,Moles,overview.json,https://www.mayoclinic.org/diseases-conditions/moles/symptoms-causes/syc-20375200,,
MAYO_Molluscum contagiosum_treatment.json,MAYO,Molluscum contagiosum,treatment.json,https://www.mayoclinic.org/diseases-conditions/molluscum-contagiosum/symptoms-causes/syc-20375226,,
NHS_Molluscum contagiosum_treatment.json,NHS,Molluscum contagiosum,treatment.json,https://www.nhs.uk/conditions/molluscum-contagiosum/,,
NHS_Molluscum contagiosum_overview.json,NHS,Molluscum contagiosum,overview.json,https://www.nhs.uk/conditions/molluscum-contagiosum/,,
MAYO_Molluscum contagiosum_overview.json,MAYO,Molluscum contagiosum,overview.json,https://www.mayoclinic.org/diseases-conditions/molluscum-contagiosum/symptoms-causes/syc-20375226,,
NHS_Monkeypox_overview.json,NHS,Monkeypox,overview.json,https://www.nhs.uk/conditions/monkeypox/,,
MAYO_Monoclonal gammopathy of undetermined significance (MGUS)_overview.json,MAYO,Monoclonal gammopathy of undetermined significance (MGUS),overview.json,https://www.mayoclinic.org/diseases-conditions/mgus/symptoms-causes/syc-20352362,MGUS,
MAYO_Monoclonal gammopathy of undetermined significance (MGUS)_treatment.json,MAYO,Monoclonal gammopathy of undetermined significance (MGUS),treatment.json,https://www.mayoclinic.org/diseases-conditions/mgus/symptoms-causes/syc-20352362,MGUS,
MAYO_Mononucleosis_overview.json,MAYO,Mononucleosis,overview.json,https://www.mayoclinic.org/diseases-conditions/mononucleosis/symptoms-causes/syc-20350328,Kissing disease,
MAYO_Mononucleosis_treatment.json,MAYO,Mononucleosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/mononucleosis/symptoms-causes/syc-20350328,Kissing disease,
MAYO_Mood disorders_overview.json,MAYO,Mood disorders,overview.json,https://www.mayoclinic.org/diseases-conditions/mood-disorders/symptoms-causes/syc-20365057,,
MAYO_Mood disorders_treatment.json,MAYO,Mood disorders,treatment.json,https://www.mayoclinic.org/diseases-conditions/mood-disorders/symptoms-causes/syc-20365057,,
MAYO_Morning sickness_overview.json,MAYO,Morning sickness,overview.json,https://www.mayoclinic.org/diseases-conditions/morning-sickness/symptoms-causes/syc-20375254,,
MAYO_Morning sickness_treatment.json,MAYO,Morning sickness,treatment.json,https://www.mayoclinic.org/diseases-conditions/morning-sickness/symptoms-causes/syc-20375254,,
MAYO_Morphea_treatment.json,MAYO,Morphea,treatment.json,https://www.mayoclinic.org/diseases-conditions/morphea/symptoms-causes/syc-20375283,,
MAYO_Morphea_overview.json,MAYO,Morphea,overview.json,https://www.mayoclinic.org/diseases-conditions/morphea/symptoms-causes/syc-20375283,,
MAYO_Morton's neuroma_treatment.json,MAYO,Morton's neuroma,treatment.json,https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935,,
NHS_Morton's neuroma_overview.json,NHS,Morton's neuroma,overview.json,https://www.nhs.uk/conditions/mortons-neuroma/,,
MAYO_Morton's neuroma_overview.json,MAYO,Morton's neuroma,overview.json,https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935,,
MAYO_Mosquito bites_treatment.json,MAYO,Mosquito bites,treatment.json,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,,
MAYO_Mosquito bites_overview.json,MAYO,Mosquito bites,overview.json,https://www.mayoclinic.org/diseases-conditions/mosquito-bites/symptoms-causes/syc-20375310,,
NHS_Motion sickness_overview.json,NHS,Motion sickness,overview.json,https://www.nhs.uk/conditions/motion-sickness/,,
NHS_Motor neurone disease_overview.json,NHS,Motor neurone disease,overview.json,https://www.nhs.uk/conditions/motor-neurone-disease/,,
MAYO_Mouth cancer_treatment.json,MAYO,Mouth cancer,treatment.json,https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997,"Cancer, lip",
MAYO_Mouth cancer_overview.json,MAYO,Mouth cancer,overview.json,https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997,"Cancer, lip",
NHS_Mouth cancer_treatment.json,NHS,Mouth cancer,treatment.json,https://www.nhs.uk/conditions/mouth-cancer/,,Tongue cancer
NHS_Mouth cancer_overview.json,NHS,Mouth cancer,overview.json,https://www.nhs.uk/conditions/mouth-cancer/,,Tongue cancer
NHS_Mouth ulcers_overview.json,NHS,Mouth ulcers,overview.json,https://www.nhs.uk/conditions/mouth-ulcers/,,
MAYO_Movement disorders_overview.json,MAYO,Movement disorders,overview.json,https://www.mayoclinic.org/diseases-conditions/movement-disorders/symptoms-causes/syc-20363893,,
MAYO_Moyamoya disease_overview.json,MAYO,Moyamoya disease,overview.json,https://www.mayoclinic.org/diseases-conditions/moyamoya-disease/symptoms-causes/syc-20355586,,
MAYO_Moyamoya disease_treatment.json,MAYO,Moyamoya disease,treatment.json,https://www.mayoclinic.org/diseases-conditions/moyamoya-disease/symptoms-causes/syc-20355586,,
NHS_Mucositis_overview.json,NHS,Mucositis,overview.json,https://www.nhs.uk/conditions/mucositis/,,
"MAYO_Multiple endocrine neoplasia, type 1 (MEN 1)_overview.json",MAYO,"Multiple endocrine neoplasia, type 1 (MEN 1)",overview.json,https://www.mayoclinic.org/diseases-conditions/men-1/symptoms-causes/syc-20353064,Multiple endocrine neoplasia type 1,
"MAYO_Multiple endocrine neoplasia, type 1 (MEN 1)_treatment.json",MAYO,"Multiple endocrine neoplasia, type 1 (MEN 1)",treatment.json,https://www.mayoclinic.org/diseases-conditions/men-1/symptoms-causes/syc-20353064,Multiple endocrine neoplasia type 1,
MAYO_Multiple myeloma_treatment.json,MAYO,Multiple myeloma,treatment.json,https://www.mayoclinic.org/diseases-conditions/multiple-myeloma/symptoms-causes/syc-20353378,"Cancer, multiple myeloma",
NHS_Multiple myeloma_treatment.json,NHS,Multiple myeloma,treatment.json,https://www.nhs.uk/conditions/multiple-myeloma/,,Myeloma
NHS_Multiple myeloma_overview.json,NHS,Multiple myeloma,overview.json,https://www.nhs.uk/conditions/multiple-myeloma/,,Myeloma
MAYO_Multiple myeloma_overview.json,MAYO,Multiple myeloma,overview.json,https://www.mayoclinic.org/diseases-conditions/multiple-myeloma/symptoms-causes/syc-20353378,"Cancer, multiple myeloma",
MAYO_Multiple sclerosis_treatment.json,MAYO,Multiple sclerosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/multiple-sclerosis/symptoms-causes/syc-20350269,MS,
MAYO_Multiple sclerosis_overview.json,MAYO,Multiple sclerosis,overview.json,https://www.mayoclinic.org/diseases-conditions/multiple-sclerosis/symptoms-causes/syc-20350269,MS,
NHS_Multiple sclerosis_overview.json,NHS,Multiple sclerosis,overview.json,https://www.nhs.uk/conditions/multiple-sclerosis/,,
NHS_Multiple sclerosis_treatment.json,NHS,Multiple sclerosis,treatment.json,https://www.nhs.uk/conditions/multiple-sclerosis/,,
NHS_Multiple system atrophy_overview.json,NHS,Multiple system atrophy,overview.json,https://www.nhs.uk/conditions/multiple-system-atrophy/,,
MAYO_Multiple system atrophy (MSA)_treatment.json,MAYO,Multiple system atrophy (MSA),treatment.json,https://www.mayoclinic.org/diseases-conditions/multiple-system-atrophy/symptoms-causes/syc-20356153,MSA,
MAYO_Multiple system atrophy (MSA)_overview.json,MAYO,Multiple system atrophy (MSA),overview.json,https://www.mayoclinic.org/diseases-conditions/multiple-system-atrophy/symptoms-causes/syc-20356153,MSA,
MAYO_Mumps_overview.json,MAYO,Mumps,overview.json,https://www.mayoclinic.org/diseases-conditions/mumps/symptoms-causes/syc-20375361,,
NHS_Mumps_treatment.json,NHS,Mumps,treatment.json,https://www.nhs.uk/conditions/mumps/,,
NHS_Mumps_overview.json,NHS,Mumps,overview.json,https://www.nhs.uk/conditions/mumps/,,
MAYO_Mumps_treatment.json,MAYO,Mumps,treatment.json,https://www.mayoclinic.org/diseases-conditions/mumps/symptoms-causes/syc-20375361,,
NHS_Munchausen's syndrome_overview.json,NHS,Munchausen's syndrome,overview.json,https://www.nhs.uk/conditions/munchausens-syndrome/,,
MAYO_Muscle cramp_treatment.json,MAYO,Muscle cramp,treatment.json,https://www.mayoclinic.org/diseases-conditions/muscle-cramp/symptoms-causes/syc-20350820,"Cramp, muscle",
MAYO_Muscle cramp_overview.json,MAYO,Muscle cramp,overview.json,https://www.mayoclinic.org/diseases-conditions/muscle-cramp/symptoms-causes/syc-20350820,"Cramp, muscle",
MAYO_Muscle strains_treatment.json,MAYO,Muscle strains,treatment.json,https://www.mayoclinic.org/diseases-conditions/muscle-strains/symptoms-causes/syc-20450507,,
MAYO_Muscle strains_overview.json,MAYO,Muscle strains,overview.json,https://www.mayoclinic.org/diseases-conditions/muscle-strains/symptoms-causes/syc-20450507,,
MAYO_Muscular dystrophy_treatment.json,MAYO,Muscular dystrophy,treatment.json,https://www.mayoclinic.org/diseases-conditions/muscular-dystrophy/symptoms-causes/syc-20375388,MD,
MAYO_Muscular dystrophy_overview.json,MAYO,Muscular dystrophy,overview.json,https://www.mayoclinic.org/diseases-conditions/muscular-dystrophy/symptoms-causes/syc-20375388,MD,
NHS_Muscular dystrophy_overview.json,NHS,Muscular dystrophy,overview.json,https://www.nhs.uk/conditions/muscular-dystrophy/,,
NHS_Muscular dystrophy_treatment.json,NHS,Muscular dystrophy,treatment.json,https://www.nhs.uk/conditions/muscular-dystrophy/,,
NHS_Myasthenia gravis_treatment.json,NHS,Myasthenia gravis,treatment.json,https://www.nhs.uk/conditions/myasthenia-gravis/,,
NHS_Myasthenia gravis_overview.json,NHS,Myasthenia gravis,overview.json,https://www.nhs.uk/conditions/myasthenia-gravis/,,
MAYO_Myasthenia gravis_overview.json,MAYO,Myasthenia gravis,overview.json,https://www.mayoclinic.org/diseases-conditions/myasthenia-gravis/symptoms-causes/syc-20352036,,
MAYO_Myasthenia gravis_treatment.json,MAYO,Myasthenia gravis,treatment.json,https://www.mayoclinic.org/diseases-conditions/myasthenia-gravis/symptoms-causes/syc-20352036,,
NHS_Mycobacterium chimaera infection_overview.json,NHS,Mycobacterium chimaera infection,overview.json,https://www.nhs.uk/conditions/mycobacterium-chimaera/,,
NHS_Myelodysplastic syndrome (myelodysplasia)_overview.json,NHS,Myelodysplastic syndrome (myelodysplasia),overview.json,https://www.nhs.uk/conditions/myelodysplasia/,,
MAYO_Myelodysplastic syndromes_overview.json,MAYO,Myelodysplastic syndromes,overview.json,https://www.mayoclinic.org/diseases-conditions/myelodysplastic-syndrome/symptoms-causes/syc-20366977,,
MAYO_Myelodysplastic syndromes_treatment.json,MAYO,Myelodysplastic syndromes,treatment.json,https://www.mayoclinic.org/diseases-conditions/myelodysplastic-syndrome/symptoms-causes/syc-20366977,,
MAYO_Myelofibrosis_overview.json,MAYO,Myelofibrosis,overview.json,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057,Agnogenic myeloid metaplasia,
MAYO_Myelofibrosis_treatment.json,MAYO,Myelofibrosis,treatment.json,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057,Agnogenic myeloid metaplasia,
MAYO_Myocardial ischemia_overview.json,MAYO,Myocardial ischemia,overview.json,https://www.mayoclinic.org/diseases-conditions/myocardial-ischemia/symptoms-causes/syc-20375417,Cardiac ischemia,
MAYO_Myocardial ischemia_treatment.json,MAYO,Myocardial ischemia,treatment.json,https://www.mayoclinic.org/diseases-conditions/myocardial-ischemia/symptoms-causes/syc-20375417,Cardiac ischemia,
MAYO_Myocarditis_overview.json,MAYO,Myocarditis,overview.json,https://www.mayoclinic.org/diseases-conditions/myocarditis/symptoms-causes/syc-20352539,,
MAYO_Myocarditis_treatment.json,MAYO,Myocarditis,treatment.json,https://www.mayoclinic.org/diseases-conditions/myocarditis/symptoms-causes/syc-20352539,,
MAYO_Myoclonus_overview.json,MAYO,Myoclonus,overview.json,https://www.mayoclinic.org/diseases-conditions/myoclonus/symptoms-causes/syc-20350459,,
MAYO_Myoclonus_treatment.json,MAYO,Myoclonus,treatment.json,https://www.mayoclinic.org/diseases-conditions/myoclonus/symptoms-causes/syc-20350459,,
MAYO_Myofascial pain syndrome_treatment.json,MAYO,Myofascial pain syndrome,treatment.json,https://www.mayoclinic.org/diseases-conditions/myofascial-pain-syndrome/symptoms-causes/syc-20375444,,
MAYO_Myofascial pain syndrome_overview.json,MAYO,Myofascial pain syndrome,overview.json,https://www.mayoclinic.org/diseases-conditions/myofascial-pain-syndrome/symptoms-causes/syc-20375444,,
NHS_Myositis (polymyositis and dermatomyositis)_overview.json,NHS,Myositis (polymyositis and dermatomyositis),overview.json,https://www.nhs.uk/conditions/myositis/,,
MAYO_Myxofibrosarcoma_overview.json,MAYO,Myxofibrosarcoma,overview.json,https://www.mayoclinic.org/diseases-conditions/myxofibrosarcoma/cdc-20387740,,
MAYO_Myxofibrosarcoma_treatment.json,MAYO,Myxofibrosarcoma,treatment.json,https://www.mayoclinic.org/diseases-conditions/myxofibrosarcoma/cdc-20387740,,
NHS_Ménière's disease_overview.json,NHS,Ménière's disease,overview.json,https://www.nhs.uk/conditions/menieres-disease/,,
NHS_NHS screening_overview.json,NHS,NHS screening,overview.json,https://www.nhs.uk/conditions/nhs-screening/,,
NHS_NSAIDs_overview.json,NHS,NSAIDs,overview.json,https://www.nhs.uk/conditions/nsaids/,,
MAYO_Naegleria infection_overview.json,MAYO,Naegleria infection,overview.json,https://www.mayoclinic.org/diseases-conditions/naegleria-infection/symptoms-causes/syc-20375470,,
MAYO_Naegleria infection_treatment.json,MAYO,Naegleria infection,treatment.json,https://www.mayoclinic.org/diseases-conditions/naegleria-infection/symptoms-causes/syc-20375470,,
MAYO_Nail fungus_treatment.json,MAYO,Nail fungus,treatment.json,https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294,"Fungal infection, nail",
MAYO_Nail fungus_overview.json,MAYO,Nail fungus,overview.json,https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294,"Fungal infection, nail",
NHS_Nail patella syndrome_overview.json,NHS,Nail patella syndrome,overview.json,https://www.nhs.uk/conditions/nail-patella-syndrome/,,
NHS_Nail problems_overview.json,NHS,Nail problems,overview.json,https://www.nhs.uk/conditions/nail-problems/,,
MAYO_Narcissistic personality disorder_overview.json,MAYO,Narcissistic personality disorder,overview.json,https://www.mayoclinic.org/diseases-conditions/narcissistic-personality-disorder/symptoms-causes/syc-20366662,,
MAYO_Narcissistic personality disorder_treatment.json,MAYO,Narcissistic personality disorder,treatment.json,https://www.mayoclinic.org/diseases-conditions/narcissistic-personality-disorder/symptoms-causes/syc-20366662,,
MAYO_Narcolepsy_treatment.json,MAYO,Narcolepsy,treatment.json,https://www.mayoclinic.org/diseases-conditions/narcolepsy/symptoms-causes/syc-20375497,Daytime sleepiness,
NHS_Narcolepsy_treatment.json,NHS,Narcolepsy,treatment.json,https://www.nhs.uk/conditions/narcolepsy/,,
NHS_Narcolepsy_overview.json,NHS,Narcolepsy,overview.json,https://www.nhs.uk/conditions/narcolepsy/,,
MAYO_Narcolepsy_overview.json,MAYO,Narcolepsy,overview.json,https://www.mayoclinic.org/diseases-conditions/narcolepsy/symptoms-causes/syc-20375497,Daytime sleepiness,
MAYO_Nasal and paranasal tumors_overview.json,MAYO,Nasal and paranasal tumors,overview.json,https://www.mayoclinic.org/diseases-conditions/nasal-paranasal-tumors/symptoms-causes/syc-20354136,,
MAYO_Nasal and paranasal tumors_treatment.json,MAYO,Nasal and paranasal tumors,treatment.json,https://www.mayoclinic.org/diseases-conditions/nasal-paranasal-tumors/symptoms-causes/syc-20354136,,
NHS_Nasal and sinus cancer_overview.json,NHS,Nasal and sinus cancer,overview.json,https://www.nhs.uk/conditions/nasal-and-sinus-cancer/,,"Nose cancer,Sinus cancer"
NHS_Nasal polyps_overview.json,NHS,Nasal polyps,overview.json,https://www.nhs.uk/conditions/nasal-polyps/,,
MAYO_Nasal polyps_treatment.json,MAYO,Nasal polyps,treatment.json,https://www.mayoclinic.org/diseases-conditions/nasal-polyps/symptoms-causes/syc-20351888,,
MAYO_Nasal polyps_overview.json,MAYO,Nasal polyps,overview.json,https://www.mayoclinic.org/diseases-conditions/nasal-polyps/symptoms-causes/syc-20351888,,
NHS_Nasopharyngeal cancer_overview.json,NHS,Nasopharyngeal cancer,overview.json,https://www.nhs.uk/conditions/nasopharyngeal-cancer/,,
