source,conditionName,url,alsoKnownAs,overviewFile,treatmentFile,treatmentURL
MAYO,Giant cell arteritis,https://www.mayoclinic.org/diseases-conditions/giant-cell-arteritis/symptoms-causes/syc-20372758,,Giant cell arteritis_overview.html,Giant cell arteritis,Giant cell arteritis_treatment.html,https://www.mayoclinic.org//diseases-conditions/giant-cell-arteritis/diagnosis-treatment/drc-20372764
MAYO,Castleman disease,https://www.mayoclinic.org/diseases-conditions/castleman-disease/symptoms-causes/syc-20370735,"Giant lymph node hyperplasia, also known as",Castleman disease_overview.html,Castleman disease,Castleman disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/castleman-disease/diagnosis-treatment/drc-20370740
MAYO,Giardia infection (giardiasis),https://www.mayoclinic.org/diseases-conditions/giardia-infection/symptoms-causes/syc-20372786,,Giardia infection (giardiasis)_overview.html,Giardia infection (giardiasis),Giardia infection (giardiasis)_treatment.html,https://www.mayoclinic.org//diseases-conditions/giardia-infection/diagnosis-treatment/drc-20372790
MAYO,Gilbert's syndrome,https://www.mayoclinic.org/diseases-conditions/gilberts-syndrome/symptoms-causes/syc-20372811,,Gilbert's syndrome_overview.html,Gilbert's syndrome,Gilbert's syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/gilberts-syndrome/diagnosis-treatment/drc-20372816
MAYO,Gingivitis,https://www.mayoclinic.org/diseases-conditions/gingivitis/symptoms-causes/syc-20354453,,Gingivitis_overview.html,Gingivitis,Gingivitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/gingivitis/diagnosis-treatment/drc-20354459
MAYO,Glaucoma,https://www.mayoclinic.org/diseases-conditions/glaucoma/symptoms-causes/syc-20372839,,Glaucoma_overview.html,Glaucoma,Glaucoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/glaucoma/diagnosis-treatment/drc-20372846
MAYO,Glioblastoma,https://www.mayoclinic.org/diseases-conditions/glioblastoma/cdc-20350148,,Glioblastoma_overview.html,Glioblastoma,Glioblastoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/glioma/diagnosis-treatment/drc-20350255
MAYO,Glioma,https://www.mayoclinic.org/diseases-conditions/glioma/symptoms-causes/syc-20350251,,Glioma_overview.html,Glioma,Glioma_treatment.html,https://www.mayoclinic.org//diseases-conditions/glioma/diagnosis-treatment/drc-20350255
MAYO,Krabbe disease,https://www.mayoclinic.org/diseases-conditions/krabbe-disease/symptoms-causes/syc-20374178,"Globoid cell leukodystrophy, also known as",Krabbe disease_overview.html,Krabbe disease,Krabbe disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/krabbe-disease/diagnosis-treatment/drc-20374183
MAYO,Glomerulonephritis,https://www.mayoclinic.org/diseases-conditions/glomerulonephritis/symptoms-causes/syc-20355705,,Glomerulonephritis_overview.html,Glomerulonephritis,Glomerulonephritis_treatment.html,https://www.mayoclinic.org//diseases-conditions/glomerulonephritis/diagnosis-treatment/drc-20355710
MAYO,Burning mouth syndrome,https://www.mayoclinic.org/diseases-conditions/burning-mouth-syndrome/symptoms-causes/syc-20350911,"Glossodynia, also known as",Burning mouth syndrome_overview.html,Burning mouth syndrome,Burning mouth syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/burning-mouth-syndrome/diagnosis-treatment/drc-20350917
MAYO,Gaucher disease,https://www.mayoclinic.org/diseases-conditions/gauchers-disease/symptoms-causes/syc-20355546,"Glucocerebrosidase deficiency, also known as",Gaucher disease_overview.html,Gaucher disease,Gaucher disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/gauchers-disease/diagnosis-treatment/drc-20355551
MAYO,Celiac disease,https://www.mayoclinic.org/diseases-conditions/celiac-disease/symptoms-causes/syc-20352220,"Gluten-sensitive enteropathy, also known as",Celiac disease_overview.html,Celiac disease,Celiac disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/celiac-disease/diagnosis-treatment/drc-20352225
MAYO,Goiter,https://www.mayoclinic.org/diseases-conditions/goiter/symptoms-causes/syc-20351829,,Goiter_overview.html,Goiter,Goiter_treatment.html,https://www.mayoclinic.org//diseases-conditions/goiter/diagnosis-treatment/drc-20351834
MAYO,Golfer's elbow,https://www.mayoclinic.org/diseases-conditions/golfers-elbow/symptoms-causes/syc-20372868,,Golfer's elbow_overview.html,Golfer's elbow,Golfer's elbow_treatment.html,https://www.mayoclinic.org//diseases-conditions/golfers-elbow/diagnosis-treatment/drc-20372872
MAYO,Gonorrhea,https://www.mayoclinic.org/diseases-conditions/gonorrhea/symptoms-causes/syc-20351774,,Gonorrhea_overview.html,Gonorrhea,Gonorrhea_treatment.html,https://www.mayoclinic.org//diseases-conditions/gonorrhea/diagnosis-treatment/drc-20351780
MAYO,Gout,https://www.mayoclinic.org/diseases-conditions/gout/symptoms-causes/syc-20372897,,Gout_overview.html,Gout,Gout_treatment.html,https://www.mayoclinic.org//diseases-conditions/gout/diagnosis-treatment/drc-20372903
MAYO,Grand mal seizure,https://www.mayoclinic.org/diseases-conditions/grand-mal-seizure/symptoms-causes/syc-20363458,,Grand mal seizure_overview.html,Grand mal seizure,Grand mal seizure_treatment.html,https://www.mayoclinic.org//diseases-conditions/grand-mal-seizure/diagnosis-treatment/drc-20364165
MAYO,Granuloma annulare,https://www.mayoclinic.org/diseases-conditions/granuloma-annulare/symptoms-causes/syc-20351319,,Granuloma annulare_overview.html,Granuloma annulare,Granuloma annulare_treatment.html,https://www.mayoclinic.org//diseases-conditions/granuloma-annulare/diagnosis-treatment/drc-20351323
MAYO,Granulomatosis with polyangiitis,https://www.mayoclinic.org/diseases-conditions/granulomatosis-with-polyangiitis/symptoms-causes/syc-20351088,,Granulomatosis with polyangiitis_overview.html,Granulomatosis with polyangiitis,Granulomatosis with polyangiitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/granulomatosis-with-polyangiitis/diagnosis-treatment/drc-20351093
MAYO,Graves' disease,https://www.mayoclinic.org/diseases-conditions/graves-disease/symptoms-causes/syc-20356240,,Graves' disease_overview.html,Graves' disease,Graves' disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/graves-disease/diagnosis-treatment/drc-20356245
MAYO,Greenstick fractures,https://www.mayoclinic.org/diseases-conditions/greenstick-fractures/symptoms-causes/syc-20351962,,Greenstick fractures_overview.html,Greenstick fractures,Greenstick fractures_treatment.html,https://www.mayoclinic.org//diseases-conditions/greenstick-fractures/diagnosis-treatment/drc-20351965
MAYO,Complicated grief,https://www.mayoclinic.org/diseases-conditions/complicated-grief/symptoms-causes/syc-20360374,"Grief, also known as",Complicated grief_overview.html,Complicated grief,Complicated grief_treatment.html,https://www.mayoclinic.org//diseases-conditions/complicated-grief/diagnosis-treatment/drc-20360389
MAYO,Blood in urine (hematuria),https://www.mayoclinic.org/diseases-conditions/blood-in-urine/symptoms-causes/syc-20353432,"Gross hematuria, also known as",Blood in urine (hematuria)_overview.html,Blood in urine (hematuria),Blood in urine (hematuria)_treatment.html,https://www.mayoclinic.org//diseases-conditions/blood-in-urine/diagnosis-treatment/drc-20353436
MAYO,Group B strep disease,https://www.mayoclinic.org/diseases-conditions/group-b-strep/symptoms-causes/syc-20351729,,Group B strep disease_overview.html,Group B strep disease,Group B strep disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/group-b-strep/diagnosis-treatment/drc-20351735
MAYO,Growing pains,https://www.mayoclinic.org/diseases-conditions/growing-pains/symptoms-causes/syc-20354349,,Growing pains_overview.html,Growing pains,Growing pains_treatment.html,https://www.mayoclinic.org//diseases-conditions/growing-pains/diagnosis-treatment/drc-20354353
MAYO,Acromegaly,https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222,"Growth hormone excess, also known as",Acromegaly_overview.html,Acromegaly,Acromegaly_treatment.html,https://www.mayoclinic.org//diseases-conditions/acromegaly/diagnosis-treatment/drc-20351226
MAYO,Growth plate fractures,https://www.mayoclinic.org/diseases-conditions/growth-plate-fractures/symptoms-causes/syc-20351979,,Growth plate fractures_overview.html,Growth plate fractures,Growth plate fractures_treatment.html,https://www.mayoclinic.org//diseases-conditions/growth-plate-fractures/diagnosis-treatment/drc-20351984
MAYO,Guillain-Barre syndrome,https://www.mayoclinic.org/diseases-conditions/guillain-barre-syndrome/symptoms-causes/syc-20362793,,Guillain-Barre syndrome_overview.html,Guillain-Barre syndrome,Guillain-Barre syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/guillain-barre-syndrome/diagnosis-treatment/drc-20363006
MAYO,Gingivitis,https://www.mayoclinic.org/diseases-conditions/gingivitis/symptoms-causes/syc-20354453,"Gum disease, gingivitis, also known as",Gingivitis_overview.html,Gingivitis,Gingivitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/gingivitis/diagnosis-treatment/drc-20354459
MAYO,Periodontitis,https://www.mayoclinic.org/diseases-conditions/periodontitis/symptoms-causes/syc-20354473,"Gum disease, periodontitis, also known as",Periodontitis_overview.html,Periodontitis,Periodontitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/periodontitis/diagnosis-treatment/drc-20354479
MAYO,Helicobacter pylori (H. pylori) infection,https://www.mayoclinic.org/diseases-conditions/h-pylori/symptoms-causes/syc-20356171,"H. pylori infection, also known as",Helicobacter pylori (H. pylori) infection_overview.html,Helicobacter pylori (H. pylori) infection,Helicobacter pylori (H. pylori) infection_treatment.html,https://www.mayoclinic.org//diseases-conditions/h-pylori/diagnosis-treatment/drc-20356177
MAYO,H1N1 flu (swine flu),https://www.mayoclinic.org/diseases-conditions/swine-flu/symptoms-causes/syc-20378103,"H1N1 flu, also known as",H1N1 flu (swine flu)_overview.html,H1N1 flu (swine flu),H1N1 flu (swine flu)_treatment.html,https://www.mayoclinic.org//diseases-conditions/swine-flu/diagnosis-treatment/drc-20378106
MAYO,H1N1 flu (swine flu),https://www.mayoclinic.org/diseases-conditions/swine-flu/symptoms-causes/syc-20378103,,H1N1 flu (swine flu)_overview.html,H1N1 flu (swine flu),H1N1 flu (swine flu)_treatment.html,https://www.mayoclinic.org//diseases-conditions/swine-flu/diagnosis-treatment/drc-20378106
MAYO,H1N1 flu (swine flu),https://www.mayoclinic.org/diseases-conditions/swine-flu/symptoms-causes/syc-20378103,"H1N1v flu, also known as",H1N1 flu (swine flu)_overview.html,H1N1 flu (swine flu),H1N1 flu (swine flu)_treatment.html,https://www.mayoclinic.org//diseases-conditions/swine-flu/diagnosis-treatment/drc-20378106
MAYO,H1N1 flu (swine flu),https://www.mayoclinic.org/diseases-conditions/swine-flu/symptoms-causes/syc-20378103,"H3N2v flu, also known as",H1N1 flu (swine flu)_overview.html,H1N1 flu (swine flu),H1N1 flu (swine flu)_treatment.html,https://www.mayoclinic.org//diseases-conditions/swine-flu/diagnosis-treatment/drc-20378106
MAYO,Hair loss,https://www.mayoclinic.org/diseases-conditions/hair-loss/symptoms-causes/syc-20372926,,Hair loss_overview.html,Hair loss,Hair loss_treatment.html,https://www.mayoclinic.org//diseases-conditions/hair-loss/diagnosis-treatment/drc-20372932
MAYO,Trichotillomania (hair-pulling disorder),https://www.mayoclinic.org/diseases-conditions/trichotillomania/symptoms-causes/syc-20355188,"Hair-pulling disorder, also known as",Trichotillomania (hair-pulling disorder)_overview.html,Trichotillomania (hair-pulling disorder),Trichotillomania (hair-pulling disorder)_treatment.html,https://www.mayoclinic.org//diseases-conditions/trichotillomania/diagnosis-treatment/drc-20355193
MAYO,Hairy cell leukemia,https://www.mayoclinic.org/diseases-conditions/hairy-cell-leukemia/symptoms-causes/syc-20372956,,Hairy cell leukemia_overview.html,Hairy cell leukemia,Hairy cell leukemia_treatment.html,https://www.mayoclinic.org//diseases-conditions/hairy-cell-leukemia/diagnosis-treatment/drc-20372962
MAYO,Black hairy tongue,https://www.mayoclinic.org/diseases-conditions/black-hairy-tongue/symptoms-causes/syc-20356077,"Hairy tongue, also known as",Black hairy tongue_overview.html,Black hairy tongue,Black hairy tongue_treatment.html,https://www.mayoclinic.org//diseases-conditions/black-hairy-tongue/diagnosis-treatment/drc-20356080
MAYO,Bad breath,https://www.mayoclinic.org/diseases-conditions/bad-breath/symptoms-causes/syc-20350922,"Halitosis, also known as",Bad breath_overview.html,Bad breath,Bad breath_treatment.html,https://www.mayoclinic.org//diseases-conditions/bad-breath/diagnosis-treatment/drc-20350925
MAYO,Hammertoe and mallet toe,https://www.mayoclinic.org/diseases-conditions/hammertoe-and-mallet-toe/symptoms-causes/syc-20350839,,Hammertoe and mallet toe_overview.html,Hammertoe and mallet toe,Hammertoe and mallet toe_treatment.html,https://www.mayoclinic.org//diseases-conditions/hammertoe-and-mallet-toe/diagnosis-treatment/drc-20350845
MAYO,Hamstring injury,https://www.mayoclinic.org/diseases-conditions/hamstring-injury/symptoms-causes/syc-20372985,,Hamstring injury_overview.html,Hamstring injury,Hamstring injury_treatment.html,https://www.mayoclinic.org//diseases-conditions/hamstring-injury/diagnosis-treatment/drc-20372990
MAYO,Broken hand,https://www.mayoclinic.org/diseases-conditions/broken-hand/symptoms-causes/syc-20450240,"Hand fracture, also known as",Broken hand_overview.html,Broken hand,Broken hand_treatment.html,https://www.mayoclinic.org//diseases-conditions/broken-hand/diagnosis-treatment/drc-20450277
MAYO,Wrist pain,https://www.mayoclinic.org/diseases-conditions/wrist-pain/symptoms-causes/syc-20366213,"Hand pain, also known as",Wrist pain_overview.html,Wrist pain,Wrist pain_treatment.html,https://www.mayoclinic.org//diseases-conditions/wrist-pain/diagnosis-treatment/drc-20366215
MAYO,Hand-foot-and-mouth disease,https://www.mayoclinic.org/diseases-conditions/hand-foot-and-mouth-disease/symptoms-causes/syc-20353035,,Hand-foot-and-mouth disease_overview.html,Hand-foot-and-mouth disease,Hand-foot-and-mouth disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/hand-foot-and-mouth-disease/diagnosis-treatment/drc-20353041
MAYO,Hangovers,https://www.mayoclinic.org/diseases-conditions/hangovers/symptoms-causes/syc-20373012,,Hangovers_overview.html,Hangovers,Hangovers_treatment.html,https://www.mayoclinic.org//diseases-conditions/hangovers/diagnosis-treatment/drc-20373015
MAYO,Hantavirus pulmonary syndrome,https://www.mayoclinic.org/diseases-conditions/hantavirus-pulmonary-syndrome/symptoms-causes/syc-20351838,,Hantavirus pulmonary syndrome_overview.html,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome_treatment.html,https://www.mayoclinic.org//diseases-conditions/hantavirus-pulmonary-syndrome/diagnosis-treatment/drc-20351844
MAYO,Arteriosclerosis  atherosclerosis,https://www.mayoclinic.org/diseases-conditions/arteriosclerosis-atherosclerosis/symptoms-causes/syc-20350569,"Hardening of the arteries, also known as",Arteriosclerosis  atherosclerosis_overview.html,Arteriosclerosis  atherosclerosis,Arteriosclerosis  atherosclerosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/arteriosclerosis-atherosclerosis/diagnosis-treatment/drc-20350575
MAYO,Hashimoto's disease,https://www.mayoclinic.org/diseases-conditions/hashimotos-disease/symptoms-causes/syc-20351855,,Hashimoto's disease_overview.html,Hashimoto's disease,Hashimoto's disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/hashimotos-disease/diagnosis-treatment/drc-20351860
MAYO,Hepatitis A,https://www.mayoclinic.org/diseases-conditions/hepatitis-a/symptoms-causes/syc-20367007,"HAV infection, also known as",Hepatitis A_overview.html,Hepatitis A,Hepatitis A_treatment.html,https://www.mayoclinic.org//diseases-conditions/hepatitis-a/diagnosis-treatment/drc-20367055
MAYO,Hay fever,https://www.mayoclinic.org/diseases-conditions/hay-fever/symptoms-causes/syc-20373039,,Hay fever_overview.html,Hay fever,Hay fever_treatment.html,https://www.mayoclinic.org//diseases-conditions/hay-fever/diagnosis-treatment/drc-20373045
MAYO,Hepatitis B,https://www.mayoclinic.org/diseases-conditions/hepatitis-b/symptoms-causes/syc-20366802,"HBV infection, also known as",Hepatitis B_overview.html,Hepatitis B,Hepatitis B_treatment.html,https://www.mayoclinic.org//diseases-conditions/hepatitis-b/diagnosis-treatment/drc-20366821
MAYO,Hepatitis C,https://www.mayoclinic.org/diseases-conditions/hepatitis-c/symptoms-causes/syc-20354278,"HCV infection, also known as",Hepatitis C_overview.html,Hepatitis C,Hepatitis C_treatment.html,https://www.mayoclinic.org//diseases-conditions/hepatitis-c/diagnosis-treatment/drc-20354284
MAYO,Head and neck cancers,https://www.mayoclinic.org/diseases-conditions/head-and-neck-cancers/symptoms-causes/syc-20354171,,Head and neck cancers_overview.html
MAYO,Head lice,https://www.mayoclinic.org/diseases-conditions/head-lice/symptoms-causes/syc-20356180,,Head lice_overview.html,Head lice,Head lice_treatment.html,https://www.mayoclinic.org//diseases-conditions/head-lice/diagnosis-treatment/drc-20356186
MAYO,Coma,https://www.mayoclinic.org/diseases-conditions/coma/symptoms-causes/syc-20371099,"Head trauma, coma, also known as",Coma_overview.html,Coma,Coma_treatment.html,https://www.mayoclinic.org//diseases-conditions/coma/diagnosis-treatment/drc-20371103
MAYO,Chronic daily headaches,https://www.mayoclinic.org/diseases-conditions/chronic-daily-headaches/symptoms-causes/syc-20370891,"Headache, chronic daily, also known as",Chronic daily headaches_overview.html,Chronic daily headaches,Chronic daily headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/chronic-daily-headaches/diagnosis-treatment/drc-20370897
MAYO,Cluster headache,https://www.mayoclinic.org/diseases-conditions/cluster-headache/symptoms-causes/syc-20352080,"Headache, cluster, also known as",Cluster headache_overview.html,Cluster headache,Cluster headache_treatment.html,https://www.mayoclinic.org//diseases-conditions/cluster-headache/diagnosis-treatment/drc-20352084
MAYO,Exercise headaches,https://www.mayoclinic.org/diseases-conditions/exercise-headaches/symptoms-causes/syc-20372276,"Headache, exercise, also known as",Exercise headaches_overview.html,Exercise headaches,Exercise headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/exercise-headaches/diagnosis-treatment/drc-20372280
MAYO,External compression headaches,https://www.mayoclinic.org/diseases-conditions/external-compression-headaches/symptoms-causes/syc-20372326,"Headache, external compression, also known as",External compression headaches_overview.html,External compression headaches,External compression headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/external-compression-headaches/diagnosis-treatment/drc-20372328
MAYO,Ice cream headaches,https://www.mayoclinic.org/diseases-conditions/ice-cream-headaches/symptoms-causes/syc-20373733,"Headache, ice cream, also known as",Ice cream headaches_overview.html,Ice cream headaches,Ice cream headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/ice-cream-headaches/diagnosis-treatment/drc-20373735
MAYO,Migraine,https://www.mayoclinic.org/diseases-conditions/migraine-headache/symptoms-causes/syc-20360201,"Headache, migraine, also known as",Migraine_overview.html,Migraine,Migraine_treatment.html,https://www.mayoclinic.org//diseases-conditions/migraine-headache/diagnosis-treatment/drc-20360207
MAYO,Cough headaches,https://www.mayoclinic.org/diseases-conditions/primary-cough-headaches/symptoms-causes/syc-20371200,"Headache, primary cough, also known as",Cough headaches_overview.html,Cough headaches,Cough headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/primary-cough-headaches/diagnosis-treatment/drc-20371204
MAYO,Sex headaches,https://www.mayoclinic.org/diseases-conditions/sex-headaches/symptoms-causes/syc-20377477,"Headache, sex, also known as",Sex headaches_overview.html,Sex headaches,Sex headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/sex-headaches/diagnosis-treatment/drc-20377481
MAYO,Sinus headaches,https://www.mayoclinic.org/diseases-conditions/sinus-headaches/symptoms-causes/syc-20377580,"Headache, sinus, also known as",Sinus headaches_overview.html,Sinus headaches,Sinus headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/sinus-headaches/diagnosis-treatment/drc-20377584
MAYO,Spinal headaches,https://www.mayoclinic.org/diseases-conditions/spinal-headaches/symptoms-causes/syc-20377913,"Headache, spinal, also known as",Spinal headaches_overview.html,Spinal headaches,Spinal headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/spinal-headaches/diagnosis-treatment/drc-20377917
MAYO,Tension headache,https://www.mayoclinic.org/diseases-conditions/tension-headache/symptoms-causes/syc-20353977,"Headache, tension, also known as",Tension headache_overview.html,Tension headache,Tension headache_treatment.html,https://www.mayoclinic.org//diseases-conditions/tension-headache/diagnosis-treatment/drc-20353982
MAYO,Thunderclap headaches,https://www.mayoclinic.org/diseases-conditions/thunderclap-headaches/symptoms-causes/syc-20378361,"Headache, thunderclap, also known as",Thunderclap headaches_overview.html,Thunderclap headaches,Thunderclap headaches_treatment.html,https://www.mayoclinic.org//diseases-conditions/thunderclap-headaches/diagnosis-treatment/drc-20378366
MAYO,Headaches in children,https://www.mayoclinic.org/diseases-conditions/headaches-in-children/symptoms-causes/syc-20352099,,Headaches in children_overview.html,Headaches in children,Headaches in children_treatment.html,https://www.mayoclinic.org//diseases-conditions/headaches-in-children/diagnosis-treatment/drc-20352104
MAYO,Illness anxiety disorder,https://www.mayoclinic.org/diseases-conditions/illness-anxiety-disorder/symptoms-causes/syc-20373782,"Health anxiety, also known as",Illness anxiety disorder_overview.html,Illness anxiety disorder,Illness anxiety disorder_treatment.html,https://www.mayoclinic.org//diseases-conditions/illness-anxiety-disorder/diagnosis-treatment/drc-20373787
MAYO,Hearing loss,https://www.mayoclinic.org/diseases-conditions/hearing-loss/symptoms-causes/syc-20373072,,Hearing loss_overview.html,Hearing loss,Hearing loss_treatment.html,https://www.mayoclinic.org//diseases-conditions/hearing-loss/diagnosis-treatment/drc-20373077
MAYO,Heart arrhythmia,https://www.mayoclinic.org/diseases-conditions/heart-arrhythmia/symptoms-causes/syc-20350668,,Heart arrhythmia_overview.html,Heart arrhythmia,Heart arrhythmia_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-arrhythmia/diagnosis-treatment/drc-20350674
MAYO,Heart attack,https://www.mayoclinic.org/diseases-conditions/heart-attack/symptoms-causes/syc-20373106,,Heart attack_overview.html,Heart attack,Heart attack_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-attack/diagnosis-treatment/drc-20373112
MAYO,Congenital heart disease in adults,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456,"Heart defects in adults, also known as",Congenital heart disease in adults_overview.html,Congenital heart disease in adults,Congenital heart disease in adults_treatment.html,https://www.mayoclinic.org//diseases-conditions/adult-congenital-heart-disease/diagnosis-treatment/drc-20355461
MAYO,Heart disease,https://www.mayoclinic.org/diseases-conditions/heart-disease/symptoms-causes/syc-20353118,,Heart disease_overview.html,Heart disease,Heart disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-disease/diagnosis-treatment/drc-20353124
MAYO,Heart failure,https://www.mayoclinic.org/diseases-conditions/heart-failure/symptoms-causes/syc-20373142,,Heart failure_overview.html,Heart failure,Heart failure_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-failure/diagnosis-treatment/drc-20373148
MAYO,Heart murmurs,https://www.mayoclinic.org/diseases-conditions/heart-murmurs/symptoms-causes/syc-20373171,,Heart murmurs_overview.html,Heart murmurs,Heart murmurs_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-murmurs/diagnosis-treatment/drc-20373175
MAYO,Heart palpitations,https://www.mayoclinic.org/diseases-conditions/heart-palpitations/symptoms-causes/syc-20373196,,Heart palpitations_overview.html,Heart palpitations,Heart palpitations_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-palpitations/diagnosis-treatment/drc-20373201
MAYO,Heart valve disease,https://www.mayoclinic.org/diseases-conditions/heart-valve-disease/symptoms-causes/syc-20353727,,Heart valve disease_overview.html,Heart valve disease,Heart valve disease_treatment.html,https://www.mayoclinic.org//diseases-conditions/heart-valve-disease/diagnosis-treatment/drc-20353732
MAYO,Heartburn,https://www.mayoclinic.org/diseases-conditions/heartburn/symptoms-causes/syc-20373223,,Heartburn_overview.html,Heartburn,Heartburn_treatment.html,https://www.mayoclinic.org//diseases-conditions/heartburn/diagnosis-treatment/drc-20373229
MAYO,Heat exhaustion,https://www.mayoclinic.org/diseases-conditions/heat-exhaustion/symptoms-causes/syc-20373250,,Heat exhaustion_overview.html,Heat exhaustion,Heat exhaustion_treatment.html,https://www.mayoclinic.org//diseases-conditions/heat-exhaustion/diagnosis-treatment/drc-20373253
MAYO,Heat rash,https://www.mayoclinic.org/diseases-conditions/heat-rash/symptoms-causes/syc-20373276,,Heat rash_overview.html,Heat rash,Heat rash_treatment.html,https://www.mayoclinic.org//diseases-conditions/heat-rash/diagnosis-treatment/drc-20373282
MAYO,Heatstroke,https://www.mayoclinic.org/diseases-conditions/heat-stroke/symptoms-causes/syc-20353581,,Heatstroke_overview.html,Heatstroke,Heatstroke_treatment.html,https://www.mayoclinic.org//diseases-conditions/heat-stroke/diagnosis-treatment/drc-20353587
MAYO,Menorrhagia (heavy menstrual bleeding),https://www.mayoclinic.org/diseases-conditions/menorrhagia/symptoms-causes/syc-20352829,"Heavy menstrual periods, also known as",Menorrhagia (heavy menstrual bleeding)_overview.html,Menorrhagia (heavy menstrual bleeding),Menorrhagia (heavy menstrual bleeding)_treatment.html,https://www.mayoclinic.org//diseases-conditions/menorrhagia/diagnosis-treatment/drc-20352834
MAYO,Plantar fasciitis,https://www.mayoclinic.org/diseases-conditions/plantar-fasciitis/symptoms-causes/syc-20354846,"Heel pain, also known as",Plantar fasciitis_overview.html,Plantar fasciitis,Plantar fasciitis_treatment.html,https://www.mayoclinic.org//diseases-conditions/plantar-fasciitis/diagnosis-treatment/drc-20354851
MAYO,Helicobacter pylori (H. pylori) infection,https://www.mayoclinic.org/diseases-conditions/h-pylori/symptoms-causes/syc-20356171,,Helicobacter pylori (H. pylori) infection_overview.html,Helicobacter pylori (H. pylori) infection,Helicobacter pylori (H. pylori) infection_treatment.html,https://www.mayoclinic.org//diseases-conditions/h-pylori/diagnosis-treatment/drc-20356177
MAYO,Hemangioma,https://www.mayoclinic.org/diseases-conditions/hemangioma/symptoms-causes/syc-20352334,,Hemangioma_overview.html,Hemangioma,Hemangioma_treatment.html,https://www.mayoclinic.org//diseases-conditions/hemangioma/diagnosis-treatment/drc-20352339
MAYO,Liver hemangioma,https://www.mayoclinic.org/diseases-conditions/liver-hemangioma/symptoms-causes/syc-20354234,"Hemangioma, liver, also known as",Liver hemangioma_overview.html,Liver hemangioma,Liver hemangioma_treatment.html,https://www.mayoclinic.org//diseases-conditions/liver-hemangioma/diagnosis-treatment/drc-20354239
MAYO,Intracranial hematoma,https://www.mayoclinic.org/diseases-conditions/intracranial-hematoma/symptoms-causes/syc-20356145,"Hematoma, intracranial, also known as",Intracranial hematoma_overview.html,Intracranial hematoma,Intracranial hematoma_treatment.html,https://www.mayoclinic.org//diseases-conditions/intracranial-hematoma/diagnosis-treatment/drc-20356149
MAYO,Blood in urine (hematuria),https://www.mayoclinic.org/diseases-conditions/blood-in-urine/symptoms-causes/syc-20353432,"Hematuria, also known as",Blood in urine (hematuria)_overview.html,Blood in urine (hematuria),Blood in urine (hematuria)_treatment.html,https://www.mayoclinic.org//diseases-conditions/blood-in-urine/diagnosis-treatment/drc-20353436
MAYO,Hemifacial spasm,https://www.mayoclinic.org/diseases-conditions/hemifacial-spasm/symptoms-causes/syc-20373296,,Hemifacial spasm_overview.html,Hemifacial spasm,Hemifacial spasm_treatment.html,https://www.mayoclinic.org//diseases-conditions/hemifacial-spasm/diagnosis-treatment/drc-20373299
MAYO,Hemochromatosis,https://www.mayoclinic.org/diseases-conditions/hemochromatosis/symptoms-causes/syc-20351443,,Hemochromatosis_overview.html,Hemochromatosis,Hemochromatosis_treatment.html,https://www.mayoclinic.org//diseases-conditions/hemochromatosis/diagnosis-treatment/drc-20351448
