conceptId,snomedConcept,snomedIdentifier,term
301857004,Idiopathic atrophic hypothyroidism (disorder),83664006,Finding of body region (finding)
301857004,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),1551000119108,Finding of body region (finding)
301857004,Overlapping malignant neoplasm of colon (disorder),109838007,Finding of body region (finding)
301857004,Streptococcal sore throat (disorder),43878008,Finding of body region (finding)
301857004,Malignant neoplasm of breast (disorder),254837009,Finding of body region (finding)
301857004,Atrial fibrillation (disorder),49436004,Finding of body region (finding)
301857004,Neoplasm of prostate (disorder),126906006,Finding of body region (finding)
301857004,Microalbuminuria due to type 2 diabetes mellitus (disorder),90781000119102,Finding of body region (finding)
301857004,Seizure disorder (disorder),128613002,Finding of body region (finding)
301857004,Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Finding of body region (finding)
301857004,"Localized, primary osteoarthritis of the hand (disorder)",201834006,Finding of body region (finding)
301857004,Retinopathy due to type 2 diabetes mellitus (disorder),422034002,Finding of body region (finding)
301857004,Rupture of appendix,47693006,Finding of body region (finding)
301857004,Fracture of rib (disorder),33737001,Finding of body region (finding)
301857004,Pyelonephritis (disorder),45816000,Finding of body region (finding)
301857004,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Finding of body region (finding)
301857004,Eclampsia in pregnancy (disorder),198992004,Finding of body region (finding)
301857004,Pneumonia (disorder),233604007,Finding of body region (finding)
301857004,Escherichia coli urinary tract infection (disorder),301011002,Finding of body region (finding)
301857004,Non-small cell lung cancer (disorder),254637007,Finding of body region (finding)
301857004,Chronic kidney disease stage 2 (disorder),431856006,Finding of body region (finding)
301857004,Chronic congestive heart failure (disorder),88805009,Finding of body region (finding)
301857004,Contact dermatitis (disorder),40275004,Finding of body region (finding)
301857004,Fracture of vertebral column without spinal cord injury (disorder),15724005,Finding of body region (finding)
301857004,Bleeding from anus,6072007,Finding of body region (finding)
301857004,Whiplash injury to neck (disorder),39848009,Finding of body region (finding)
301857004,Sinusitis (disorder),36971009,Finding of body region (finding)
301857004,Coronary arteriosclerosis (disorder),53741008,Finding of body region (finding)
301857004,Proteinuria due to type 2 diabetes mellitus (disorder),157141000119108,Finding of body region (finding)
301857004,Polyp of colon (disorder),68496003,Finding of body region (finding)
301857004,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Finding of body region (finding)
301857004,Brain damage - traumatic,275272006,Finding of body region (finding)
301857004,Closed fracture of hip (disorder),359817006,Finding of body region (finding)
301857004,Chronic sinusitis (disorder),40055000,Finding of body region (finding)
301857004,Chronic kidney disease stage 3 (disorder),433144002,Finding of body region (finding)
301857004,Traumatic brain injury (disorder),127295002,Finding of body region (finding)
301857004,Seasonal allergic rhinitis (disorder),367498001,Finding of body region (finding)
301857004,Atopic dermatitis (disorder),24079001,Finding of body region (finding)
301857004,Sprain of ankle (disorder),44465007,Finding of body region (finding)
301857004,Laceration of foot (disorder),284551006,Finding of body region (finding)
301857004,Recurrent rectal polyp (disorder),713197008,Finding of body region (finding)
301857004,Rupture of patellar tendon (disorder),30832001,Finding of body region (finding)
301857004,Otitis media (disorder),65363002,Finding of body region (finding)
301857004,Concussion with no loss of consciousness (disorder),62106007,Finding of body region (finding)
301857004,Chronic kidney disease stage 1 (disorder),431855005,Finding of body region (finding)
301857004,Alzheimer's disease (disorder),26929004,Finding of body region (finding)
301857004,Familial Alzheimer's disease of early onset (disorder),230265002,Finding of body region (finding)
301857004,Fracture subluxation of wrist (disorder),263102004,Finding of body region (finding)
301857004,Recurrent urinary tract infection (disorder),197927001,Finding of body region (finding)
301857004,Congenital uterine anomaly (disorder),37849005,Finding of body region (finding)
301857004,Acute bacterial sinusitis (disorder),75498004,Finding of body region (finding)
301857004,Tear of meniscus of knee (disorder),239720000,Finding of body region (finding)
301857004,Acute bronchitis (disorder),10509002,Finding of body region (finding)
301857004,Sprain of wrist (disorder),70704007,Finding of body region (finding)
301857004,Fracture of clavicle (disorder),58150001,Finding of body region (finding)
301857004,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Finding of body region (finding)
301857004,Carcinoma in situ of prostate (disorder),92691004,Finding of body region (finding)
301857004,Appendicitis (disorder),74400008,Finding of body region (finding)
301857004,Gallbladder calculus (disorder),235919008,Finding of body region (finding)
301857004,Laceration of thigh,283385000,Finding of body region (finding)
301857004,Osteoarthritis of knee (disorder),239873007,Finding of body region (finding)
301857004,Malignant neoplasm of colon (disorder),363406005,Finding of body region (finding)
301857004,Fracture of forearm (disorder),65966004,Finding of body region (finding)
301857004,Small cell carcinoma of lung (disorder),254632001,Finding of body region (finding)
301857004,Rheumatoid arthritis (disorder),69896004,Finding of body region (finding)
301857004,Viral sinusitis (disorder),444814009,Finding of body region (finding)
301857004,Fracture of ankle (disorder),16114001,Finding of body region (finding)
301857004,Perennial allergic rhinitis (disorder),446096008,Finding of body region (finding)
301857004,Osteoarthritis of hip (disorder),239872002,Finding of body region (finding)
301857004,Chronic obstructive bronchitis (disorder),185086009,Finding of body region (finding)
301857004,Cardiac arrest (disorder),410429000,Finding of body region (finding)
301857004,Epilepsy (disorder),84757009,Finding of body region (finding)
301857004,Myocardial infarction (disorder),22298006,Finding of body region (finding)
301857004,Facial laceration,370247008,Finding of body region (finding)
301857004,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Finding of body region (finding)
301857004,Injury of tendon of the rotator cuff of shoulder (disorder),307731004,Finding of body region (finding)
301857004,Injury of anterior cruciate ligament (disorder),444470001,Finding of body region (finding)
301857004,Fracture of vertebral column with spinal cord injury (disorder),1734006,Finding of body region (finding)
301857004,Epidermal burn of skin (disorder),403190006,Finding of body region (finding)
301857004,Laceration of forearm,283371005,Finding of body region (finding)
301857004,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Finding of body region (finding)
301905003,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Lesion of eye structure (finding)
302168000,Appendicitis (disorder),74400008,Inflammation of large intestine (disorder)
302292003,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Finding of trunk structure (finding)
302292003,Neoplasm of prostate (disorder),126906006,Finding of trunk structure (finding)
302292003,Congenital uterine anomaly (disorder),37849005,Finding of trunk structure (finding)
302292003,Polyp of colon (disorder),68496003,Finding of trunk structure (finding)
302292003,Rupture of appendix,47693006,Finding of trunk structure (finding)
302292003,Cardiac arrest (disorder),410429000,Finding of trunk structure (finding)
302292003,Pulmonary emphysema (disorder),87433001,Finding of trunk structure (finding)
302292003,Chronic kidney disease stage 1 (disorder),431855005,Finding of trunk structure (finding)
302292003,Chronic obstructive bronchitis (disorder),185086009,Finding of trunk structure (finding)
302292003,Recurrent rectal polyp (disorder),713197008,Finding of trunk structure (finding)
302292003,Bleeding from anus,6072007,Finding of trunk structure (finding)
302292003,Gallbladder calculus (disorder),235919008,Finding of trunk structure (finding)
302292003,Malignant neoplasm of breast (disorder),254837009,Finding of trunk structure (finding)
302292003,Myocardial infarction (disorder),22298006,Finding of trunk structure (finding)
302292003,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Finding of trunk structure (finding)
302292003,Fracture of rib (disorder),33737001,Finding of trunk structure (finding)
302292003,Coronary arteriosclerosis (disorder),53741008,Finding of trunk structure (finding)
302292003,Acute bronchitis (disorder),10509002,Finding of trunk structure (finding)
302292003,Female infertility due to cystic fibrosis (disorder),707577004,Finding of trunk structure (finding)
302292003,Chronic kidney disease stage 3 (disorder),433144002,Finding of trunk structure (finding)
302292003,Secondary malignant neoplasm of colon (disorder),94260004,Finding of trunk structure (finding)
302292003,Tubal pregnancy (disorder),79586000,Finding of trunk structure (finding)
302292003,Acute cholecystitis (disorder),65275009,Finding of trunk structure (finding)
302292003,Microalbuminuria due to type 2 diabetes mellitus (disorder),90781000119102,Finding of trunk structure (finding)
302292003,Chronic congestive heart failure (disorder),88805009,Finding of trunk structure (finding)
302292003,Primary malignant neoplasm of colon (disorder),93761005,Finding of trunk structure (finding)
302292003,Atrial fibrillation (disorder),49436004,Finding of trunk structure (finding)
302292003,Recurrent urinary tract infection (disorder),197927001,Finding of trunk structure (finding)
302292003,Non-small cell lung cancer (disorder),254637007,Finding of trunk structure (finding)
302292003,Pneumonia (disorder),233604007,Finding of trunk structure (finding)
302292003,Chronic kidney disease stage 2 (disorder),431856006,Finding of trunk structure (finding)
302292003,Carcinoma in situ of prostate (disorder),92691004,Finding of trunk structure (finding)
302292003,Escherichia coli urinary tract infection (disorder),301011002,Finding of trunk structure (finding)
302292003,Appendicitis (disorder),74400008,Finding of trunk structure (finding)
302292003,Small cell carcinoma of lung (disorder),254632001,Finding of trunk structure (finding)
302292003,Cystitis (disorder),38822007,Finding of trunk structure (finding)
302292003,Overlapping malignant neoplasm of colon (disorder),109838007,Finding of trunk structure (finding)
302292003,Pyelonephritis (disorder),45816000,Finding of trunk structure (finding)
302292003,Malignant neoplasm of colon (disorder),363406005,Finding of trunk structure (finding)
302292003,Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Finding of trunk structure (finding)
302292003,Proteinuria due to type 2 diabetes mellitus (disorder),157141000119108,Finding of trunk structure (finding)
302293008,Closed fracture of hip (disorder),359817006,Finding of limb structure (finding)
302293008,Injury of medial collateral ligament of knee (disorder),444448004,Finding of limb structure (finding)
302293008,Injury of tendon of the rotator cuff of shoulder (disorder),307731004,Finding of limb structure (finding)
302293008,Rupture of patellar tendon (disorder),30832001,Finding of limb structure (finding)
302293008,Fracture of clavicle (disorder),58150001,Finding of limb structure (finding)
302293008,Laceration of thigh,283385000,Finding of limb structure (finding)
302293008,Laceration of hand,284549007,Finding of limb structure (finding)
302293008,Sprain of wrist (disorder),70704007,Finding of limb structure (finding)
302293008,Tear of meniscus of knee (disorder),239720000,Finding of limb structure (finding)
302293008,Sprain of ankle (disorder),44465007,Finding of limb structure (finding)
302293008,Laceration of foot (disorder),284551006,Finding of limb structure (finding)
302293008,Laceration of forearm,283371005,Finding of limb structure (finding)
302293008,Fracture of ankle (disorder),16114001,Finding of limb structure (finding)
302293008,Injury of anterior cruciate ligament (disorder),444470001,Finding of limb structure (finding)
302293008,Osteoarthritis of knee (disorder),239873007,Finding of limb structure (finding)
302293008,"Localized, primary osteoarthritis of the hand (disorder)",201834006,Finding of limb structure (finding)
302293008,Osteoarthritis of hip (disorder),239872002,Finding of limb structure (finding)
302293008,Fracture of forearm (disorder),65966004,Finding of limb structure (finding)
302293008,Fracture subluxation of wrist (disorder),263102004,Finding of limb structure (finding)
302370000,Episiotomy (procedure),85548006,Female perineotomy (procedure)
302801006,Fetal anatomy study,271442007,Ultrasound scan of genitourinary system (procedure)
302801006,Ultrasound scan for fetal viability (procedure),169230002,Ultrasound scan of genitourinary system (procedure)
30281009,Carcinoma in situ of prostate (disorder),92691004,Disorder of prostate (disorder)
30281009,Neoplasm of prostate (disorder),126906006,Disorder of prostate (disorder)
302893000,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Choroidal and/or chorioretinal disorder (disorder)
302893000,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),1551000119108,Choroidal and/or chorioretinal disorder (disorder)
302893000,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Choroidal and/or chorioretinal disorder (disorder)
302893000,Retinopathy due to type 2 diabetes mellitus (disorder),422034002,Choroidal and/or chorioretinal disorder (disorder)
303240000,Subcutaneous immunotherapy,180256009,Introduction of substance into skin or subcutaneous tissue (procedure)
303241001,Subcutaneous immunotherapy,180256009,Introduction of substance into subcutaneous tissue (procedure)
303678006,Computed tomography of chest and abdomen,418891003,Computed tomography of regions (procedure)
303827001,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,Trunk angiography (procedure)
303859008,Brachytherapy of breast (procedure),447759004,Nuclear medicine study of systems (procedure)
303911009,Ultrasonography of bilateral breasts (procedure),1571000087109,Ultrasound studies of systems (procedure)
303911009,Transthoracic three dimensional ultrasonography of heart (procedure),434158009,Ultrasound studies of systems (procedure)
303911009,Echocardiography (procedure),40701008,Ultrasound studies of systems (procedure)
303911009,Fetal anatomy study,271442007,Ultrasound studies of systems (procedure)
303911009,Ultrasound scan for fetal viability (procedure),169230002,Ultrasound studies of systems (procedure)
303911009,Transthoracic echocardiography (procedure),433236007,Ultrasound studies of systems (procedure)
303927002,Radiologic examination of knee (procedure),74016001,Plain film of body region (procedure)
303927002,Plain X-ray of clavicle (procedure),168594001,Plain film of body region (procedure)
303927002,Radiography of ankle (procedure),19490002,Plain film of body region (procedure)
303927002,Plain chest X-ray (procedure),399208008,Plain film of body region (procedure)
303939005,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,Fluoroscopy of regions (procedure)
303941006,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,Fluoroscopy of abdomen (procedure)
303942004,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,Fluoroscopy of systems (procedure)
305056002,Non-urgent orthopedic admission,183495009,Admission procedure (procedure)
305056002,Admission to orthopedic department,305428000,Admission procedure (procedure)
305056002,Emergency hospital admission for asthma,183478001,Admission procedure (procedure)
305056002,Obstetric emergency hospital admission,183460006,Admission procedure (procedure)
305056002,Admission to thoracic surgery department,305411003,Admission procedure (procedure)
305056002,Admission to trauma surgery department,305433001,Admission procedure (procedure)
305056002,Hospital admission,32485007,Admission procedure (procedure)
305056002,Emergency Encounter,50849002,Admission procedure (procedure)
305056002,Admission to surgical department,305408004,Admission procedure (procedure)
305056002,Encounter Inpatient,183452005,Admission procedure (procedure)
305056002,Admission to burn unit,183450002,Admission procedure (procedure)
305056002,Admission to neurosurgical department,305425002,Admission procedure (procedure)
305056002,Admission to long stay hospital,305340004,Admission procedure (procedure)
305056002,Hospital admission short-term 24 hours,74857009,Admission procedure (procedure)
305335007,Admission to burn unit,183450002,Admission to establishment (procedure)
305335007,Admission to orthopedic department,305428000,Admission to establishment (procedure)
305335007,Admission to neurosurgical department,305425002,Admission to establishment (procedure)
305335007,Admission to thoracic surgery department,305411003,Admission to establishment (procedure)
305335007,Hospital admission,32485007,Admission to establishment (procedure)
305335007,Admission to surgical department,305408004,Admission to establishment (procedure)
305335007,Admission to long stay hospital,305340004,Admission to establishment (procedure)
305335007,Non-urgent orthopedic admission,183495009,Admission to establishment (procedure)
305335007,Emergency hospital admission for asthma,183478001,Admission to establishment (procedure)
305335007,Obstetric emergency hospital admission,183460006,Admission to establishment (procedure)
305335007,Hospital admission short-term 24 hours,74857009,Admission to establishment (procedure)
305335007,Encounter Inpatient,183452005,Admission to establishment (procedure)
305335007,Admission to trauma surgery department,305433001,Admission to establishment (procedure)
305335007,Emergency Encounter,50849002,Admission to establishment (procedure)
305349003,Admission to surgical department,305408004,Admission to department (procedure)
305349003,Admission to burn unit,183450002,Admission to department (procedure)
305349003,Admission to orthopedic department,305428000,Admission to department (procedure)
305349003,Admission to thoracic surgery department,305411003,Admission to department (procedure)
305349003,Non-urgent orthopedic admission,183495009,Admission to department (procedure)
305349003,Admission to trauma surgery department,305433001,Admission to department (procedure)
305349003,Emergency Encounter,50849002,Admission to department (procedure)
305349003,Admission to neurosurgical department,305425002,Admission to department (procedure)
305408004,Admission to thoracic surgery department,305411003,Admission to surgical department (procedure)
305408004,Non-urgent orthopedic admission,183495009,Admission to surgical department (procedure)
305408004,Admission to orthopedic department,305428000,Admission to surgical department (procedure)
305408004,Admission to burn unit,183450002,Admission to surgical department (procedure)
305408004,Admission to trauma surgery department,305433001,Admission to surgical department (procedure)
305408004,Admission to neurosurgical department,305425002,Admission to surgical department (procedure)
305410002,Admission to thoracic surgery department,305411003,Admission to cardiothoracic surgery department (procedure)
305428000,Non-urgent orthopedic admission,183495009,Admission to orthopedic department (procedure)
305431004,Admission to burn unit,183450002,Admission to plastic surgery department (procedure)
306101007,Referral to hypertension clinic,183856001,Referral to establishment (procedure)
307770005,Diagnostic fiberoptic bronchoscopy (procedure),173160006,Diagnostic bronchoscopy (procedure)
307824009,Inpatient stay 3 days,183801001,Administrative statuses (finding)
307824009,Inpatient stay (finding),308540004,Administrative statuses (finding)
307851007,Heart failure self management plan,735984001,Record type (record artifact)
307851007,Hyperlipidemia clinical management plan,736285004,Record type (record artifact)
307851007,Psychiatry care plan,736254008,Record type (record artifact)
307851007,Inpatient care plan (record artifact),736353004,Record type (record artifact)
307851007,Cancer care plan,736252007,Record type (record artifact)
307851007,Dialysis care plan (record artifact),736690008,Record type (record artifact)
307851007,Mental health care plan,718347000,Record type (record artifact)
307851007,Major depressive disorder clinical management plan,737434004,Record type (record artifact)
307851007,Care Plan,734163000,Record type (record artifact)
307928008,Death Certification,308646001,Death administrative procedure (procedure)
308277006,Inpatient stay (finding),308540004,Admission statuses (finding)
308277006,Inpatient stay 3 days,183801001,Admission statuses (finding)
308335008,Postoperative follow-up visit (procedure),439740005,Patient encounter procedure (procedure)
308335008,Follow-up encounter,390906007,Patient encounter procedure (procedure)
308335008,Patient-initiated encounter,270427003,Patient encounter procedure (procedure)
308335008,Domiciliary or rest home patient evaluation and management,210098006,Patient encounter procedure (procedure)
308335008,Encounter for Problem,185347001,Patient encounter procedure (procedure)
308335008,Encounter for 'check-up',185349003,Patient encounter procedure (procedure)
308335008,Consultation for treatment,698314001,Patient encounter procedure (procedure)
308335008,Encounter for symptom,185345009,Patient encounter procedure (procedure)
308335008,Telephone encounter (procedure),185317003,Patient encounter procedure (procedure)
308335008,Periodic reevaluation and management of healthy individual (procedure),86013001,Patient encounter procedure (procedure)
308335008,Follow-up visit (procedure),185389009,Patient encounter procedure (procedure)
308335008,Telemedicine consultation with patient,448337001,Patient encounter procedure (procedure)
308540004,Inpatient stay 3 days,183801001,Inpatient stay (finding)
308913005,Gynecology service (qualifier value),310061009,"Services, facilities and utilities (qualifier value)"
308916002,Urgent care clinic (procedure),702927004,Environment or geographical location (environment / location)
308963000,Intravenous injection (procedure),43060002,Intravascular injection (procedure)
30904006,Coronary artery bypass grafting (procedure),232717009,Vascular surgery procedure (procedure)
309089006,Neoplasm of prostate (disorder),126906006,Prostate mass (finding)
309089006,Carcinoma in situ of prostate (disorder),92691004,Prostate mass (finding)
309426007,Proteinuria due to type 2 diabetes mellitus (disorder),157141000119108,Glomerulopathy due to diabetes mellitus (disorder)
309426007,Microalbuminuria due to type 2 diabetes mellitus (disorder),90781000119102,Glomerulopathy due to diabetes mellitus (disorder)
309510008,Subcutaneous immunotherapy,180256009,Subcutaneous drug therapy (procedure)
309524007,Non-small cell lung cancer (disorder),254637007,Mass of trunk (finding)
309524007,Recurrent rectal polyp (disorder),713197008,Mass of trunk (finding)
309524007,Carcinoma in situ of prostate (disorder),92691004,Mass of trunk (finding)
309524007,Secondary malignant neoplasm of colon (disorder),94260004,Mass of trunk (finding)
309524007,Malignant neoplasm of breast (disorder),254837009,Mass of trunk (finding)
309524007,Neoplasm of prostate (disorder),126906006,Mass of trunk (finding)
309524007,Overlapping malignant neoplasm of colon (disorder),109838007,Mass of trunk (finding)
309524007,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Mass of trunk (finding)
309524007,Polyp of colon (disorder),68496003,Mass of trunk (finding)
309524007,Small cell carcinoma of lung (disorder),254632001,Mass of trunk (finding)
309524007,Malignant neoplasm of colon (disorder),363406005,Mass of trunk (finding)
309524007,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Mass of trunk (finding)
309524007,Primary malignant neoplasm of colon (disorder),93761005,Mass of trunk (finding)
309529002,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Lung mass (finding)
309529002,Small cell carcinoma of lung (disorder),254632001,Lung mass (finding)
309529002,Non-small cell lung cancer (disorder),254637007,Lung mass (finding)
309529002,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Lung mass (finding)
30994003,Urine screening for glucose,268556000,"Glucose measurement, urine (procedure)"
310060005,Gynecology service (qualifier value),310061009,Obstetrics and gynecology service (qualifier value)
310789003,Tubal pregnancy (disorder),79586000,Disorder of female genital tract (disorder)
310789003,Congenital uterine anomaly (disorder),37849005,Disorder of female genital tract (disorder)
31208007,Augmentation of labor,237001001,Medical induction of labor (procedure)
312117008,Streptococcal sore throat (disorder),43878008,Bacterial respiratory infection (disorder)
312117008,Acute bacterial sinusitis (disorder),75498004,Bacterial respiratory infection (disorder)
312118003,Streptococcal sore throat (disorder),43878008,Bacterial upper respiratory infection (disorder)
312118003,Acute bacterial sinusitis (disorder),75498004,Bacterial upper respiratory infection (disorder)
312123003,Escherichia coli urinary tract infection (disorder),301011002,Bacterial urogenital infection (disorder)
312124009,Escherichia coli urinary tract infection (disorder),301011002,Bacterial urinary infection (disorder)
312129004,Streptococcal sore throat (disorder),43878008,Bacterial infection of the digestive tract (disorder)
312130009,Acute viral pharyngitis (disorder),195662009,Viral infection by site (disorder)
312130009,Viral sinusitis (disorder),444814009,Viral infection by site (disorder)
312131008,Acute viral pharyngitis (disorder),195662009,Viral infection of the digestive tract (disorder)
312133006,Acute viral pharyngitis (disorder),195662009,Viral respiratory infection (disorder)
312133006,Viral sinusitis (disorder),444814009,Viral respiratory infection (disorder)
312158001,Acute viral pharyngitis (disorder),195662009,Infection of digestive system (disorder)
312158001,Streptococcal sore throat (disorder),43878008,Infection of digestive system (disorder)
312225001,Rupture of patellar tendon (disorder),30832001,Musculoskeletal and connective tissue disorder (disorder)
312225001,Tear of meniscus of knee (disorder),239720000,Musculoskeletal and connective tissue disorder (disorder)
312225001,Injury of tendon of the rotator cuff of shoulder (disorder),307731004,Musculoskeletal and connective tissue disorder (disorder)
312225001,Injury of medial collateral ligament of knee (disorder),444448004,Musculoskeletal and connective tissue disorder (disorder)
312225001,Sprain of wrist (disorder),70704007,Musculoskeletal and connective tissue disorder (disorder)
312225001,Injury of anterior cruciate ligament (disorder),444470001,Musculoskeletal and connective tissue disorder (disorder)
312225001,Sprain of ankle (disorder),44465007,Musculoskeletal and connective tissue disorder (disorder)
312422001,Acute viral pharyngitis (disorder),195662009,Infective pharyngitis (disorder)
312422001,Streptococcal sore throat (disorder),43878008,Infective pharyngitis (disorder)
312504002,Human immunodeficiency virus antigen test,31676001,Antigen test (procedure)
312504002,Hepatitis B Surface Antigen Measurement,47758006,Antigen test (procedure)
312504002,Chlamydia antigen test,310861008,Antigen test (procedure)
312504002,Streptococcus pneumoniae group B antigen test,118001005,Antigen test (procedure)
312608009,Laceration of forearm,283371005,Laceration - injury (disorder)
312608009,Laceration of foot (disorder),284551006,Laceration - injury (disorder)
312608009,Laceration of thigh,283385000,Laceration - injury (disorder)
312608009,Laceration of hand,284549007,Laceration - injury (disorder)
312608009,Facial laceration,370247008,Laceration - injury (disorder)
312771007,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Disorder of vitreous body and/or retina (disorder)
312771007,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Disorder of vitreous body and/or retina (disorder)
312771007,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),1551000119108,Disorder of vitreous body and/or retina (disorder)
312771007,Retinopathy due to type 2 diabetes mellitus (disorder),422034002,Disorder of vitreous body and/or retina (disorder)
312850006,History of cardiac arrest (situation),429007001,History of disorder (situation)
312850006,History of myocardial infarction (situation),399211009,History of disorder (situation)
312851005,Neonatal Screening,60151004,Screening for disorder (procedure)
312851005,Asthma screening,171231001,Screening for disorder (procedure)
312851005,Depression screening using Patient Health Questionnaire Nine Item score (procedure),715252007,Screening for disorder (procedure)
312851005,Mental health screening (procedure),385892002,Screening for disorder (procedure)
312851005,Depression screening,171207006,Screening for disorder (procedure)
312852003,Antenatal RhD antibody screening,169673001,Screening at times of life (procedure)
312871001,Administration of vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (procedure),399014008,Immunization against bacterial disease (procedure)
312891008,Postnatal visit,169762003,Pregnancy-related examination (procedure)
312912001,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Macular edema due to diabetes mellitus (disorder)
312999006,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Disorder of macula of retina (disorder)
313039003,Single lung transplant (procedure),232657004,Solid organ transplant (procedure)
313039003,Transplant of lung (procedure),88039007,Solid organ transplant (procedure)
313204009,Lifestyle education regarding hypertension,443402002,Lifestyle education (procedure)
313287004,Seizure disorder (disorder),128613002,Seizure related finding (finding)
313287004,Epilepsy (disorder),84757009,Seizure related finding (finding)
313287004,Eclampsia in pregnancy (disorder),198992004,Seizure related finding (finding)
313394004,Measurement of Varicella-zoster virus antibody,104326007,Specific antibody measurement (procedure)
313398001,Hepatitis C antibody test,104375008,Hepatitis antibody test (procedure)
313413008,Gallbladder calculus (disorder),235919008,Calculus finding (finding)
31413008,Coronary artery bypass grafting (procedure),232717009,Operative procedure on coronary artery (procedure)
315306007,Colonoscopy (procedure),73761001,Examination by method (procedure)
315306007,Physical examination procedure (procedure),5880005,Examination by method (procedure)
315306007,Nasal sinus endoscopy (procedure),112790001,Examination by method (procedure)
315306007,Postnatal visit,169762003,Examination by method (procedure)
315306007,Initial Psychiatric Interview with mental status evaluation,79094001,Examination by method (procedure)
315306007,Sputum examination (procedure),269911007,Examination by method (procedure)
315306007,Digital examination of rectum (procedure),410006001,Examination by method (procedure)
315306007,Sputum microscopy (procedure),167995008,Examination by method (procedure)
315306007,Auscultation of the fetal heart,225158009,Examination by method (procedure)
315306007,Manual pelvic examination (procedure),35025007,Examination by method (procedure)
315306007,Diagnostic fiberoptic bronchoscopy (procedure),173160006,Examination by method (procedure)
315306007,Brief general examination (procedure),162676008,Examination by method (procedure)
315306007,General examination of patient (procedure),162673000,Examination by method (procedure)
315306007,Well child visit (procedure),410620009,Examination by method (procedure)
32091001,Construction of diverting colostomy (procedure),387607004,Repair of large intestine (procedure)
32110003,Bleeding from anus,6072007,Disorder of anus (disorder)
32282008,Subcutaneous immunotherapy,180256009,Subcutaneous injection (procedure)
32398004,Chronic obstructive bronchitis (disorder),185086009,Bronchitis (disorder)
32398004,Acute bronchitis (disorder),10509002,Bronchitis (disorder)
32485007,Emergency Encounter,50849002,Hospital admission (procedure)
32485007,Obstetric emergency hospital admission,183460006,Hospital admission (procedure)
32485007,Encounter Inpatient,183452005,Hospital admission (procedure)
32485007,Admission to long stay hospital,305340004,Hospital admission (procedure)
32485007,Emergency hospital admission for asthma,183478001,Hospital admission (procedure)
32485007,Hospital admission short-term 24 hours,74857009,Hospital admission (procedure)
32612005,Inflammatory disorder due to increased blood urate level (disorder),90560007,Disorder of purine metabolism (disorder)
32750006,Nasal sinus endoscopy (procedure),112790001,Inspection (procedure)
32750006,Sputum microscopy (procedure),167995008,Inspection (procedure)
32750006,Colonoscopy (procedure),73761001,Inspection (procedure)
32750006,Diagnostic fiberoptic bronchoscopy (procedure),173160006,Inspection (procedure)
33308003,Fracture of vertebral column without spinal cord injury (disorder),15724005,Disorder of back (disorder)
33308003,Fracture of vertebral column with spinal cord injury (disorder),1734006,Disorder of back (disorder)
33468001,Blood group typing (procedure),44608003,Hematology procedure (procedure)
33468001,Peripheral blood smear interpretation (procedure),14768001,Hematology procedure (procedure)
33879002,Administration of vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (procedure),399014008,Administration of vaccine to produce active immunity (procedure)
33952002,"Localized, primary osteoarthritis of the hand (disorder)",201834006,Localized osteoarthrosis (disorder)
34014006,Viral sinusitis (disorder),444814009,Viral disease (disorder)
34014006,Acute viral pharyngitis (disorder),195662009,Viral disease (disorder)
