conceptId,descendantCount,snomedConcept,snomedIdentifier,term
75478009,3615.0,Intoxication with Clostridium botulinum toxin (disorder),414531002,Poisoning (disorder)
301432000,68.0,Intracranial aneurysm (disorder),128609009,Aneurysm of head and neck artery (disorder)
250845006,258.0,Intracranial aneurysm (disorder),128609009,Intracerebral vascular finding (finding)
118934005,15505.0,Intracranial aneurysm (disorder),128609009,Disorder of head (disorder)
62914000,542.0,Intracranial aneurysm (disorder),128609009,Cerebrovascular disease (disorder)
85974009,346.0,Intracranial hematoma (disorder),450425005,Mass of intracranial structure (finding)
385494008,242.0,Intracranial hematoma (disorder),450425005,Hematoma (disorder)
1386000,191.0,Intracranial hematoma (disorder),450425005,Intracranial hemorrhage (disorder)
23853001,4992.0,Intracranial hypotension (disorder),433691000124104,Disorder of the central nervous system (disorder)
126631009,1838.0,Intracranial tumor (disorder),254935002,Neoplasm of head (disorder)
85974009,346.0,Intracranial tumor (disorder),254935002,Mass of intracranial structure (finding)
236893003,12.0,Intrauterine artificial insemination (procedure),265064001,Introduction of substance - uterine cavity (procedure)
58533008,13.0,Intrauterine artificial insemination (procedure),265064001,Artificial insemination (procedure)
708041002,663.0,Invagination (morphologic abnormality),41444002,Mechanical lesion (morphologic abnormality)
410692006,96.0,Iritis (disorder),65074000,Anterior uveitis (disorder)
85478004,216.0,Iritis (disorder),65074000,Disorder of iris (disorder)
66612000,54.0,Iron deficiency anemia (disorder),87522002,Nutritional anemia (disorder)
363246002,130.0,Iron deficiency anemia (disorder),87522002,Nutritional deficiency associated condition (disorder)
81120009,77.0,Irritable bowel syndrome (disorder),10743008,Functional disorder of intestine (disorder)
119523007,866.0,Irritable bowel syndrome (disorder),10743008,Disorder of large intestine (disorder)
239997002,1.0,Irritable hip (disorder),301813003,Lesion of joint capsule of pelvic region (disorder)
280136002,1503.0,Irritable hip (disorder),301813003,Disorder of soft tissue of lower limb (disorder)
3519007,215.0,Irritable hip (disorder),301813003,Disorder of synovium (disorder)
128524007,407.0,Ischemic colitis (disorder),30588004,Disorder of colon (disorder)
20484008,16.0,Jakob-Creutzfeldt disease (disorder),792004,Prion disease (disorder)
34476008,71.0,Japanese encephalitis virus disease (disorder),52947006,Viral encephalitis (disorder)
111865007,54.0,Japanese encephalitis virus disease (disorder),52947006,Disease caused by Flavivirus (disorder)
419289009,21.0,Jellyfish sting (event),274920002,Sting by animal (event)
387605007,9.0,Jet lag (finding),387604006,Abnormal chronobiologic state (finding)
298249004,113.0,Joint pain (finding),57676002,Finding of sensation of joint (finding)
279069000,171.0,Joint pain (finding),57676002,Musculoskeletal pain (finding)
342291000119102,4.0,Juvenile cataract (disorder),399336001,Infantile and/or juvenile cataract (disorder)
355208009,18.0,Juvenile osteochondrosis of tibial tubercle (disorder),72047008,Juvenile osteochondrosis of lower extremity (disorder)
128137003,699.0,Juvenile osteochondrosis of tibial tubercle (disorder),72047008,Disorder of lower leg (disorder)
363346000,4337.0,Kaposi's sarcoma (disorder),109385007,Malignant neoplastic disease (disorder)
41478008,26.0,Keratoconus (disorder),65636009,Corneal deformity (disorder)
238625005,19.0,Keratosis pilaris (disorder),5132005,Follicular keratosis (disorder)
444780001,18.0,Ketoacidosis in diabetes mellitus (disorder),420422005,Glucose in blood specimen above reference range (finding)
56051008,10.0,Ketoacidosis in diabetes mellitus (disorder),420422005,Ketoacidosis (disorder)
735539005,11.0,Ketoacidosis in diabetes mellitus (disorder),420422005,Metabolic acidosis due to diabetes mellitus (disorder)
95566004,42.0,Kidney stone (disorder),95570007,Urolithiasis (disorder)
90708001,1209.0,Kidney stone (disorder),95570007,Kidney disease (disorder)
79131000119100,298.0,Kidney stone (disorder),95570007,Kidney lesion (finding)
312104005,3.0,Klatskin's tumor (disorder),253017000,Cholangiocarcinoma of biliary tract (disorder)
187784000,3.0,Klatskin's tumor (disorder),253017000,Malignant neoplasm of hepatic duct (disorder)
66347000,16.0,Kleptomania (disorder),69361009,Impulse control disorder (disorder)
111312006,51.0,Klinefelter syndrome (disorder),22053006,Anomaly of chromosome X (disorder)
254284003,12.0,Klinefelter syndrome (disorder),22053006,Sex chromosome abnormality - male phenotype (disorder)
416377005,6.0,Klippel Trenaunay syndrome (disorder),721105004,Port-wine stain of skin (disorder)
723991007,2.0,Klippel Trenaunay syndrome (disorder),721105004,Angio-osteohypertrophic syndrome (disorder)
299328006,27.0,Knee joint valgus deformity (finding),299330008,Deformity of knee joint (finding)
609381007,110.0,Knee joint valgus deformity (finding),299330008,Angulation deformity of lower limb (finding)
238107002,24.0,Kwashiorkor (disorder),58262005,Deficiency of macronutrients (disorder)
928000,11280.0,Kyphosis deformity of spine (disorder),414564002,Disorder of musculoskeletal system (disorder)
64217002,79.0,Kyphosis deformity of spine (disorder),414564002,Curvature of spine (disorder)
699699005,1370.0,Kyphosis deformity of spine (disorder),414564002,Disorder of vertebral column (disorder)
237972006,21.0,Lactase deficiency (disorder),237975008,Disorder of carbohydrate absorption (disorder)
108191006,251.0,Laparoscopy (procedure),73632009,Abdomen endoscopy (procedure)
363169009,6848.0,Laryngitis (disorder),45913009,Inflammation of specific body organs (disorder)
129134004,322.0,Laryngitis (disorder),45913009,Inflammatory disorder of upper respiratory tract (disorder)
60600009,483.0,Laryngitis (disorder),45913009,Disorder of the larynx (disorder)
300526001,22.0,Late ejaculation (finding),15405008,Finding of ejaculation (finding)
24570008,74.0,Laxative (substance),372800002,Cathartic (substance)
118235002,7174.0,Lazy eye (finding),246623008,Eye / vision finding (finding)
266249003,18.0,Left ventricular hypertrophy (disorder),55827005,Ventricular hypertrophy (disorder)
253535002,134.0,Left ventricular hypertrophy (disorder),55827005,Left ventricular abnormality (disorder)
26726000,9.0,Legionella pneumonia (disorder),195889001,Legionella infection (disorder)
409665004,13.0,Legionella pneumonia (disorder),195889001,Pneumonia caused by aerobic bacteria (disorder)
430395005,41.0,Legionella pneumonia (disorder),195889001,Pneumonia caused by Gram negative bacteria (disorder)
767811005,1517.0,Lesion of eyelid (finding),301913002,Lesion of face (finding)
246812007,868.0,Lesion of eyelid (finding),301913002,Eyelid finding (finding)
414823004,593.0,"Leukemia, disease (disorder)",93143009,Neoplasm affecting hematopoietic structure (disorder)
269475001,660.0,"Leukemia, disease (disorder)",93143009,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)"
372087000,2231.0,"Leukemia, disease (disorder)",93143009,Primary malignant neoplasm (disorder)
95351003,1003.0,Leukoplakia (disorder),274134003,Disorder of mucous membrane (disorder)
95355007,53.0,Leukoplakia (disorder),274134003,Mucous membrane hyperplasia (finding)
254666005,435.0,Leukoplakia (disorder),274134003,Keratosis (disorder)
276320009,514.0,Leukoplakia (disorder),274134003,Lesion of mucosa (finding)
26996000,23.0,Leukoplakia (morphologic abnormality),50978000,Hyperkeratosis (morphologic abnormality)
83577005,6.0,Leukoplakia (morphologic abnormality),50978000,Squamous metaplasia (morphologic abnormality)
88996004,86.0,Lichen nitidus (disorder),41890004,Lichen (disorder)
271757001,84.0,Lichen nitidus (disorder),41890004,Papular eruption (disorder)
271757001,84.0,Lichen planus (disorder),4776004,Papular eruption (disorder)
88996004,86.0,Lichen planus (disorder),4776004,Lichen (disorder)
128294001,665.0,Lichen sclerosus (disorder),895454001,Chronic inflammatory disorder (disorder)
363171009,7814.0,Lichen sclerosus (disorder),895454001,Inflammation of specific body systems (disorder)
714974000,4962.0,Lichen sclerosus (disorder),895454001,Lesion of skin and/or skin-associated mucous membrane (finding)
254666005,435.0,Lichen sclerosus (disorder),895454001,Keratosis (disorder)
213299007,34.0,Limb stump pain (finding),247381009,Postoperative pain (finding)
90834002,217.0,Limb stump pain (finding),247381009,Pain in limb (finding)
89155008,18.0,Limited systemic sclerosis (disorder),299276009,Systemic sclerosis (disorder)
16973004,3.0,Limp occurring during childhood (finding),88121000119101,Limping (finding)
118654009,485.0,Lipedema (disorder),234102003,Disorder characterized by edema (disorder)
126487009,112.0,Lipedema (disorder),234102003,Subcutaneous fat disorder (disorder)
254830006,103.0,Lipoma (disorder),93163002,Benign lipomatous tumor (disorder)
721739005,17.0,Listeriosis (disorder),4241002,Infection caused by Listeria (disorder)
115218002,56.0,Lobular carcinoma in situ (morphologic abnormality),77284006,"Ductal, lobular AND/OR medullary neoplasm (morphologic abnormality)"
399919001,40.0,Lobular carcinoma in situ (morphologic abnormality),77284006,Carcinoma in situ - category (morphologic abnormality)
109888004,3.0,Lobular carcinoma in situ of left breast (disorder),354341000119108,Lobular carcinoma in situ of breast (disorder)
399097000,365.0,Local anesthesia (procedure),386761002,Administration of anesthesia (procedure)
254837009,136.0,Local recurrence of malignant tumor of breast (disorder),314955001,Malignant neoplasm of breast (disorder)
128529002,10.0,Local recurrence of malignant tumor of breast (disorder),314955001,Chronic disease of breast (disorder)
58184002,371.0,Local recurrence of malignant tumor of breast (disorder),314955001,Recurrent disease (disorder)
698271000,17.0,Long QT syndrome (disorder),9651007,Cardiac channelopathy (disorder)
106151004,17.0,Loss of sense of smell (finding),44169009,Finding of sense of smell (finding)
49601007,6980.0,Low blood pressure (disorder),45007003,Disorder of cardiovascular system (disorder)
118694006,15016.0,Lumbar puncture (procedure),277762005,Procedure on trunk (procedure)
85921004,161.0,Lumbar puncture (procedure),277762005,Puncture procedure (procedure)
118886002,118.0,Lumbar puncture (procedure),277762005,Procedure on spinal meninges (procedure)
105969002,2951.0,Lupus erythematosus (disorder),200936003,Disorder of connective tissue (disorder)
85828009,461.0,Lupus erythematosus (disorder),200936003,Autoimmune disease (disorder)
240668005,43.0,Lyme disease (disorder),23502006,Borreliosis (disorder)
362971004,858.0,Lymphadenopathy (disorder),30746006,Disorder of lymphatic system (disorder)
79654002,27.0,Lymphatic edema (morphologic abnormality),30213001,Edema (morphologic abnormality)
118654009,485.0,Lymphedema (disorder),234097001,Disorder characterized by edema (disorder)
11131000119108,3112.0,Macular hole (disorder),232006002,Anomaly of eye (disorder)
301905003,1531.0,Macular hole (disorder),232006002,Lesion of eye structure (finding)
312999006,159.0,Macular hole (disorder),232006002,Disorder of macula of retina (disorder)
363679005,6502.0,Magnetic resonance imaging (procedure),113091000,Imaging (procedure)
35489007,141.0,Major depressive disorder (disorder),370143000,Depressive disorder (disorder)
82271004,2125.0,Major head injury (disorder),314662007,Injury of head (disorder)
417746004,7653.0,Major head injury (disorder),314662007,Traumatic injury (disorder)
105649009,38.0,Malaria (disorder),61462000,Disease caused by Plasmodiidae (disorder)
48130008,88.0,Male hypogonadism (disorder),48723006,Hypogonadism (disorder)
64910008,233.0,Male hypogonadism (disorder),48723006,Disorder of testis (disorder)
409702008,4.0,Malignant hyperthermia (finding),405501007,Hyperpyrexia (finding)
363461003,61.0,Malignant melanoma of eye (disorder),274087000,Malignant tumor of eye (disorder)
269578002,58.0,Malignant melanoma of eye (disorder),274087000,Malignant melanoma of head and neck (disorder)
86049000,886.0,"Malignant melanoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",2092003,"Malignant neoplasm, primary (morphologic abnormality)"
372156000,29.0,"Malignant melanoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",2092003,Malignant melanoma - category (morphologic abnormality)
443679004,287.0,Malignant neoplasm of bone (disorder),428281000,Malignant neoplasm of skeletal system (disorder)
126537000,585.0,Malignant neoplasm of bone (disorder),428281000,Neoplasm of bone (disorder)
126926005,247.0,Malignant neoplasm of breast (disorder),254837009,Neoplasm of breast (disorder)
188361007,441.0,Malignant neoplasm of breast (disorder),254837009,Malignant neoplasm of thorax (disorder)
126838000,97.0,Malignant neoplasm of colon (disorder),363406005,Neoplasm of colon (disorder)
781382000,85.0,Malignant neoplasm of colon (disorder),363406005,Malignant neoplasm of colon and/or rectum (disorder)
126927001,105.0,Malignant neoplasm of female breast (disorder),372064008,Neoplasm of female breast (disorder)
254837009,136.0,Malignant neoplasm of female breast (disorder),372064008,Malignant neoplasm of breast (disorder)
126851005,42.0,Malignant neoplasm of liver (disorder),93870000,Neoplasm of liver (disorder)
255077007,692.0,Malignant neoplasm of liver (disorder),93870000,Malignant tumor of digestive organ (disorder)
448882009,720.0,Malignant neoplasm of liver (disorder),93870000,Malignant neoplasm of intraabdominal organ (disorder)
126937006,31.0,Malignant neoplasm of male breast (disorder),372095001,Neoplasm of male breast (disorder)
254837009,136.0,Malignant neoplasm of male breast (disorder),372095001,Malignant neoplasm of breast (disorder)
269469005,982.0,Malignant neoplasm of skin (disorder),372130007,Malignant neoplasm of soft tissue (disorder)
126488004,1133.0,Malignant neoplasm of skin (disorder),372130007,Neoplasm of skin (disorder)
126908007,212.0,Malignant neoplasm of uterus (disorder),371973000,Neoplasm of uterus (disorder)
363484005,453.0,Malignant neoplasm of uterus (disorder),371973000,Malignant tumor of pelvis (disorder)
448882009,720.0,Malignant neoplasm of uterus (disorder),371973000,Malignant neoplasm of intraabdominal organ (disorder)
363514001,226.0,Malignant neoplasm of uterus (disorder),371973000,Malignant tumor of female genital organ (disorder)
367651003,1006.0,"Malignant neoplasm, primary (morphologic abnormality)",86049000,"Malignant neoplasm of primary, secondary, or uncertain origin (morphologic abnormality)"
55342001,8239.0,Malignant neoplastic disease (disorder),363346000,Neoplastic disease (disorder)
363490009,26.0,Malignant tumor of anal canal (disorder),363352004,Malignant tumor of anus (disorder)
126850006,21.0,Malignant tumor of anal canal (disorder),363352004,Neoplasm of anal canal (disorder)
371973000,125.0,Malignant tumor of cervix (disorder),363354003,Malignant neoplasm of uterus (disorder)
123841004,75.0,Malignant tumor of cervix (disorder),363354003,Neoplasm of uterine cervix (disorder)
126817006,94.0,Malignant tumor of esophagus (disorder),363402007,Neoplasm of esophagus (disorder)
255077007,692.0,Malignant tumor of esophagus (disorder),363402007,Malignant tumor of digestive organ (disorder)
428905002,337.0,Malignant tumor of esophagus (disorder),363402007,Malignant neoplasm of gastrointestinal tract (disorder)
126880001,84.0,Malignant tumor of kidney (disorder),363518003,Neoplasm of kidney (disorder)
363420003,135.0,Malignant tumor of kidney (disorder),363518003,Malignant retroperitoneal tumor (disorder)
448233000,114.0,Malignant tumor of kidney (disorder),363518003,Malignant neoplasm of urinary organ (disorder)
448882009,720.0,Malignant tumor of kidney (disorder),363518003,Malignant neoplasm of intraabdominal organ (disorder)
363489000,192.0,Malignant tumor of larynx (disorder),363429002,Malignant tumor of neck (disorder)
449066004,322.0,Malignant tumor of larynx (disorder),363429002,Malignant neoplasm of upper respiratory tract (disorder)
126692004,206.0,Malignant tumor of larynx (disorder),363429002,Neoplasm of larynx (disorder)
126713003,228.0,Malignant tumor of lung (disorder),363358000,Neoplasm of lung (disorder)
188361007,441.0,Malignant tumor of lung (disorder),363358000,Malignant neoplasm of thorax (disorder)
430621000,189.0,Malignant tumor of lung (disorder),363358000,Malignant neoplasm of lower respiratory tract (disorder)
363507003,183.0,Malignant tumor of nasopharynx (disorder),187692001,Malignant neoplasm of pharynx (disorder)
126680004,83.0,Malignant tumor of nasopharynx (disorder),187692001,Neoplasm of nasopharynx (disorder)
235075007,354.0,Malignant tumor of oral cavity (disorder),363505006,Tumor of oral cavity (disorder)
271323007,395.0,Malignant tumor of oral cavity (disorder),363505006,"Malignant neoplasm of lip, oral cavity and/or pharynx (disorder)"
448882009,720.0,Malignant tumor of ovary (disorder),363443007,Malignant neoplasm of intraabdominal organ (disorder)
363514001,226.0,Malignant tumor of ovary (disorder),363443007,Malignant tumor of female genital organ (disorder)
123843001,120.0,Malignant tumor of ovary (disorder),363443007,Neoplasm of ovary (disorder)
428322007,120.0,Malignant tumor of ovary (disorder),363443007,Malignant neoplasm of uterine adnexa (disorder)
448882009,720.0,Malignant tumor of pancreas (disorder),363418001,Malignant neoplasm of intraabdominal organ (disorder)
363420003,135.0,Malignant tumor of pancreas (disorder),363418001,Malignant retroperitoneal tumor (disorder)
255077007,692.0,Malignant tumor of pancreas (disorder),363418001,Malignant tumor of digestive organ (disorder)
126859007,115.0,Malignant tumor of pancreas (disorder),363418001,Neoplasm of pancreas (disorder)
363515000,111.0,Malignant tumor of prostate (disorder),399068003,Malignant tumor of male genital organ (disorder)
448882009,720.0,Malignant tumor of prostate (disorder),399068003,Malignant neoplasm of intraabdominal organ (disorder)
126906006,34.0,Malignant tumor of prostate (disorder),399068003,Neoplasm of prostate (disorder)
363484005,453.0,Malignant tumor of prostate (disorder),399068003,Malignant tumor of pelvis (disorder)
126847008,53.0,Malignant tumor of rectum (disorder),363351006,Neoplasm of rectum (disorder)
443488001,62.0,Malignant tumor of rectum (disorder),363351006,Malignant neoplasm of anorectum (disorder)
363484005,453.0,Malignant tumor of rectum (disorder),363351006,Malignant tumor of pelvis (disorder)
781382000,85.0,Malignant tumor of rectum (disorder),363351006,Malignant neoplasm of colon and/or rectum (disorder)
363508008,162.0,Malignant tumor of small intestine (disorder),363509000,Malignant tumor of intestine (disorder)
126832004,101.0,Malignant tumor of small intestine (disorder),363509000,Neoplasm of small intestine (disorder)
126824007,125.0,Malignant tumor of stomach (disorder),363349007,Neoplasm of stomach (disorder)
255077007,692.0,Malignant tumor of stomach (disorder),363349007,Malignant tumor of digestive organ (disorder)
448882009,720.0,Malignant tumor of stomach (disorder),363349007,Malignant neoplasm of intraabdominal organ (disorder)
428905002,337.0,Malignant tumor of stomach (disorder),363349007,Malignant neoplasm of gastrointestinal tract (disorder)
363515000,111.0,Malignant tumor of testis (disorder),363449006,Malignant tumor of male genital organ (disorder)
126900000,49.0,Malignant tumor of testis (disorder),363449006,Neoplasm of testis (disorder)
363489000,192.0,Malignant tumor of thyroid gland (disorder),363478007,Malignant tumor of neck (disorder)
371982006,77.0,Malignant tumor of thyroid gland (disorder),363478007,Malignant neoplasm of endocrine gland (disorder)
127018007,31.0,Malignant tumor of thyroid gland (disorder),363478007,Neoplasm of thyroid gland (disorder)
188366002,942.0,Malignant tumor of ureter (disorder),363458004,Malignant neoplasm of abdomen (disorder)
363517008,95.0,Malignant tumor of ureter (disorder),363458004,Malignant tumor of urinary tract proper (disorder)
126882009,29.0,Malignant tumor of ureter (disorder),363458004,Neoplasm of ureter (disorder)
448233000,114.0,Malignant tumor of ureter (disorder),363458004,Malignant neoplasm of urinary organ (disorder)
448882009,720.0,Malignant tumor of urinary bladder (disorder),399326009,Malignant neoplasm of intraabdominal organ (disorder)
448233000,114.0,Malignant tumor of urinary bladder (disorder),399326009,Malignant neoplasm of urinary organ (disorder)
363484005,453.0,Malignant tumor of urinary bladder (disorder),399326009,Malignant tumor of pelvis (disorder)
126885006,97.0,Malignant tumor of urinary bladder (disorder),399326009,Neoplasm of bladder (disorder)
363517008,95.0,Malignant tumor of urinary bladder (disorder),399326009,Malignant tumor of urinary tract proper (disorder)
430556008,424.0,Malignant tumor of vagina (disorder),363445000,Malignant neoplasm of genital structure (disorder)
126921000,41.0,Malignant tumor of vagina (disorder),363445000,Neoplasm of vagina (disorder)
430556008,424.0,Malignant tumor of vulva (disorder),363367000,Malignant neoplasm of genital structure (disorder)
126922007,79.0,Malignant tumor of vulva (disorder),363367000,Neoplasm of vulva (disorder)
79604008,631.0,Mammary duct ectasia (disorder),22049009,Disorder of breast (disorder)
363045008,132.0,Marfan's syndrome (disorder),19346006,Connective tissue hereditary disorder (disorder)
11164009,970.0,Marfan's syndrome (disorder),19346006,Autosomal dominant hereditary disorder (disorder)
249232003,99.0,Mass of scrotum (finding),53929009,Scrotum finding (finding)
300858004,273.0,Mass of scrotum (finding),53929009,Mass of male genital structure (finding)
397017008,14.0,Mast cell hyperplasia (morphologic abnormality),125541005,Mast cell abnormality (morphologic abnormality)
76197007,114.0,Mast cell hyperplasia (morphologic abnormality),125541005,Hyperplasia (morphologic abnormality)
274144001,355.0,Mastoiditis (disorder),52404001,Bone inflammatory disease (disorder)
363176004,2127.0,Mastoiditis (disorder),52404001,Inflammatory disorder of head (disorder)
55996006,64.0,Mastoiditis (disorder),52404001,Disorder of mastoid (disorder)
74325003,17.0,Measles (disorder),14189004,Disease caused by Morbillivirus (disorder)
298756009,1276.0,Medial epicondylitis of elbow joint (disorder),53286005,Finding of bone of upper limb (finding)
240172008,263.0,Medial epicondylitis of elbow joint (disorder),53286005,Disorder of epiphysis (disorder)
128131002,380.0,Medial epicondylitis of elbow joint (disorder),53286005,Disorder of upper arm (disorder)
429554009,206.0,Medial epicondylitis of elbow joint (disorder),53286005,Arthropathy of elbow (disorder)
73583000,5.0,Medial epicondylitis of elbow joint (disorder),53286005,Epicondylitis (disorder)
25064002,54.0,Medication overuse headache (finding),698803006,Headache (finding)
763087004,7433.0,Medicinal product acting as bronchodilator (product),353866001,Medicinal product categorized by therapeutic role (product)
82319005,5.0,Medium-chain acyl-coenzyme A dehydrogenase deficiency (disorder),128596003,Acyl-coenzyme A dehydrogenase deficiency (disorder)
85995004,1554.0,Medium-chain acyl-coenzyme A dehydrogenase deficiency (disorder),128596003,Autosomal recessive hereditary disorder (disorder)
372087000,2231.0,Medulloblastoma (disorder),443333004,Primary malignant neoplasm (disorder)
255046005,164.0,Medulloblastoma (disorder),443333004,Neuroendocrine tumor (disorder)
81308009,3219.0,Medulloblastoma (disorder),443333004,Disorder of brain (disorder)
393564001,80.0,Medulloblastoma (disorder),443333004,Glioma (disorder)
443334005,10.0,"Medulloblastoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",83217000,Medulloblastoma - category (morphologic abnormality)
363246002,130.0,Megaloblastic anemia due to vitamin B>12< deficiency (disorder),49472006,Nutritional deficiency associated condition (disorder)
53165003,62.0,Megaloblastic anemia due to vitamin B>12< deficiency (disorder),49472006,Megaloblastic anemia (disorder)
66612000,54.0,Megaloblastic anemia due to vitamin B>12< deficiency (disorder),49472006,Nutritional anemia (disorder)
20376005,1727.0,Melanocytic nevus (disorder),400096001,Benign neoplastic disease (disorder)
399956005,318.0,Melanocytic nevus (disorder),400096001,Melanocytic neoplasm (disorder)
400006008,271.0,Melanocytic nevus (disorder),400096001,Hamartoma (disorder)
20917003,55.0,Membranous glomerulonephritis (disorder),77182004,Chronic glomerulonephritis (disorder)
409659004,12.0,"Meningioma, benign, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",19453003,Benign meningeal neoplasm (morphologic abnormality)
363169009,6848.0,Meningitis (disorder),7180009,Inflammation of specific body organs (disorder)
39367000,533.0,Meningitis (disorder),7180009,Inflammatory disease of the central nervous system (disorder)
15758002,392.0,Meningitis (disorder),7180009,Disorder of meninges (disorder)
21801002,1.0,Menopausal flushing (finding),198436008,Menopausal symptom (finding)
276319003,99.0,Menopause finding (finding),276477006,Finding of menstrual bleeding (finding)
289907007,10.0,"Menopause, function (observable entity)",161712005,Female genital tract functions (observable entity)
248970003,15.0,Menorrhagia (finding),386692008,Finding of quantity of menstrual blood loss (finding)
37796009,35.0,Menstrual migraine (disorder),23186000,Migraine (disorder)
81308009,3219.0,Menstrual migraine (disorder),23186000,Disorder of brain (disorder)
106002000,64.0,Menstrual migraine (disorder),23186000,Disorder associated with menstruation AND/OR menopause (disorder)
289907007,10.0,"Menstruation, function (observable entity)",248957007,Female genital tract functions (observable entity)
64572001,78213.0,Mental disorder (disorder),74732009,Disease (disorder)
373673007,327.0,Meralgia paresthetica (disorder),85007004,Disorder characterized by pain (disorder)
307365001,5.0,Meralgia paresthetica (disorder),85007004,Lateral cutaneous nerve of thigh lesion (disorder)
230637008,18.0,Meralgia paresthetica (disorder),85007004,Compression neuropathy of lower limb (disorder)
78514002,24.0,Meralgia paresthetica (disorder),85007004,Thigh pain (finding)
19471005,46.0,Mesenteric lymphadenitis (disorder),44897000,Lymphadenitis (disorder)
127144009,14.0,Mesenteric lymphadenitis (disorder),44897000,Mesenteric lymphadenopathy (disorder)
372087000,2231.0,"Mesothelioma (malignant, clinical disorder) (disorder)",109378008,Primary malignant neoplasm (disorder)
254824006,8.0,"Mesothelioma (malignant, clinical disorder) (disorder)",109378008,Malignant tumor of mesothelial tissue (disorder)
86049000,886.0,"Mesothelioma, malignant (morphologic abnormality)",62064005,"Malignant neoplasm, primary (morphologic abnormality)"
115232000,14.0,"Mesothelioma, malignant (morphologic abnormality)",62064005,Mesothelial neoplasm (morphologic abnormality)
238028008,30.0,Metachromatic leucodystrophy (disorder),396338004,Sphingolipidosis (disorder)
12584003,24.0,Metatarsalgia (finding),10085004,Bone pain (finding)
47933007,30.0,Metatarsalgia (finding),10085004,Foot pain (finding)
299558001,428.0,Metatarsalgia (finding),10085004,Finding of bone of foot (finding)
710891006,7.0,Methicillin resistant Staphylococcus aureus (organism),115329001,Methicillin resistant Staphylococcus (organism)
3092008,15.0,Methicillin resistant Staphylococcus aureus (organism),115329001,Staphylococcus aureus (organism)
406602003,44.0,Methicillin resistant Staphylococcus aureus infection (disorder),266096002,Infection caused by Staphylococcus aureus (disorder)
409796004,25.0,Methicillin resistant Staphylococcus aureus infection (disorder),266096002,Infection caused by antimicrobial resistant bacteria (disorder)
81308009,3219.0,Microcephalus (disorder),1829003,Disorder of brain (disorder)
119253004,1413.0,Middle ear structure (body structure),25342003,Upper aerodigestive tract structure (body structure)
119262002,827.0,Middle ear structure (body structure),25342003,Ear part (body structure)
363667005,264.0,Middle ear structure (body structure),25342003,Middle ear and mastoid structure (body structure)
405952001,469.0,Middle ear structure (body structure),25342003,Parameningeal structure in the context of malignancy (body structure)
128187005,39.0,Migraine (disorder),37796009,Vascular headache (disorder)
37796009,35.0,Migraine with aura (disorder),4473006,Migraine (disorder)
81308009,3219.0,Migraine with aura (disorder),4473006,Disorder of brain (disorder)
443265004,25.0,Mild cognitive disorder (disorder),386805003,Cognitive disorder (disorder)
418630001,11.0,Milium (morphologic abnormality),37719003,Keratinizing cyst (morphologic abnormality)
363681007,301.0,Miscarriage (disorder),17369002,Pregnancy with abortive outcome (disorder)
398995000,23.0,Mitral valve prolapse (disorder),409712001,Cardiac valve prolapse (disorder)
11851006,158.0,Mitral valve prolapse (disorder),409712001,Mitral valve disorder (disorder)
11851006,158.0,Mitral valve regurgitation (disorder),48724000,Mitral valve disorder (disorder)
40445007,109.0,Mitral valve regurgitation (disorder),48724000,Heart valve regurgitation (disorder)
44241007,116.0,Mitral valve stenosis (disorder),79619009,Heart valve stenosis (disorder)
11851006,158.0,Mitral valve stenosis (disorder),79619009,Mitral valve disorder (disorder)
279028009,2.0,Mittelschmerz (finding),43548008,Ovarian pain (finding)
106104001,156.0,Mittelschmerz (finding),43548008,Female reproductive finding (finding)
81573002,46.0,Mixed collagen vascular disease (disorder),398049005,Collagen disease (disorder)
95329006,73.0,Mixed collagen vascular disease (disorder),398049005,Autoimmune skin disease (disorder)
398021003,4.0,Mixed collagen vascular disease (disorder),398049005,Connective tissue disease overlap syndrome (disorder)
414015000,18.0,Monkeypox (disorder),359814004,Disease caused by Orthopoxvirus (disorder)
106111002,34.0,Morning sickness (finding),51885006,Clinical sign related to pregnancy (finding)
422587007,19.0,Morning sickness (finding),51885006,Nausea (finding)
86352002,27.0,Morphea (disorder),201049004,Sclerosis of the skin (disorder)
32595002,5.0,Morton's metatarsalgia (disorder),30085007,Mononeuritis (disorder)
193148004,2.0,Morton's metatarsalgia (disorder),30085007,Plantar nerve lesion (disorder)
230637008,18.0,Morton's metatarsalgia (disorder),30085007,Compression neuropathy of lower limb (disorder)
363175000,1154.0,Morton's metatarsalgia (disorder),30085007,Inflammatory disorder of extremity (disorder)
283345006,1.0,Mosquito bite (disorder),283344005,Fly bite (disorder)
400044004,585.0,Mosquito bite (disorder),283344005,Superficial injury of skin (disorder)
424685008,199.0,Mosquito bite (disorder),283344005,Bite wound of skin (disorder)
118940003,7201.0,Motor neuron disease (disorder),37340000,Disorder of nervous system (disorder)
230226000,378.0,Movement disorder (disorder),60342002,System disorder of the nervous system (disorder)
128430005,330.0,Mucopolysaccharidosis type II (disorder),70737009,X-linked hereditary disease (disorder)
