att_type_id,att_type_term,att_value_id,att_value_term,group,snomedConcept,snomedIdentifier
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Acute poliomyelitis (disorder),398102009
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Acute poliomyelitis (disorder),398102009
246075003,Causative agent (attribute),44172002,Human poliovirus (organism),0.0,Acute poliomyelitis (disorder),398102009
263502005,Clinical course (attribute),424124008,Sudden onset AND/OR short duration (qualifier value),1.0,Acute poliomyelitis (disorder),398102009
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Ehlers-Danlos syndrome (disorder),398114001
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Ehlers-Danlos syndrome (disorder),398114001
116676008,Associated morphology (attribute),25723000,Dysplasia (morphologic abnormality),0.0,Ehlers-Danlos syndrome (disorder),398114001
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Ehlers-Danlos syndrome (disorder),398114001
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),1.0,Ehlers-Danlos syndrome (disorder),398114001
363698007,Finding site (attribute),272673000,Bone structure (body structure),1.0,Ehlers-Danlos syndrome (disorder),398114001
116676008,Associated morphology (attribute),25723000,Dysplasia (morphologic abnormality),1.0,Ehlers-Danlos syndrome (disorder),398114001
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),1.0,Ehlers-Danlos syndrome (disorder),398114001
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),2.0,Ehlers-Danlos syndrome (disorder),398114001
363698007,Finding site (attribute),21793004,Connective tissue structure (body structure),2.0,Ehlers-Danlos syndrome (disorder),398114001
116676008,Associated morphology (attribute),49755003,Morphologically abnormal structure (morphologic abnormality),2.0,Ehlers-Danlos syndrome (disorder),398114001
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),2.0,Ehlers-Danlos syndrome (disorder),398114001
363698007,Finding site (attribute),127954009,Skeletal muscle structure (body structure),0.0,Poor muscle tone (finding),398152000
363714003,Interprets (attribute),6918002,Muscle tone (observable entity),1.0,Poor muscle tone (finding),398152000
363698007,Finding site (attribute),20139000,Structure of respiratory system (body structure),0.0,Severe acute respiratory syndrome (disorder),398447004
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Severe acute respiratory syndrome (disorder),398447004
246075003,Causative agent (attribute),415360003,Severe acute respiratory syndrome-related coronavirus (organism),0.0,Severe acute respiratory syndrome (disorder),398447004
363698007,Finding site (attribute),45048000,Neck structure (body structure),0.0,Whiplash injury to neck (disorder),39848009
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Whiplash injury to neck (disorder),39848009
42752001,Due to (attribute),773760007,Traumatic event (event),1.0,Whiplash injury to neck (disorder),39848009
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Infection caused by Clostridium botulinum (disorder),398565003
246075003,Causative agent (attribute),13080008,Clostridium botulinum (organism),0.0,Infection caused by Clostridium botulinum (disorder),398565003
363714003,Interprets (attribute),6942003,Level of consciousness (observable entity),0.0,Vasovagal syncope (disorder),398665005
363713009,Has interpretation (attribute),1250004,Decreased (qualifier value),0.0,Vasovagal syncope (disorder),398665005
263502005,Clinical course (attribute),424124008,Sudden onset AND/OR short duration (qualifier value),1.0,Vasovagal syncope (disorder),398665005
363698007,Finding site (attribute),113257007,Structure of cardiovascular system (body structure),2.0,Vasovagal syncope (disorder),398665005
260686004,Method (attribute),129376004,Construction - action (qualifier value),0.0,Colostomy (procedure),398740003
405813007,Procedure site - Direct (attribute),71854001,Colon structure (body structure),0.0,Colostomy (procedure),398740003
363700003,Direct morphology (attribute),264585001,Colostomy - stoma (morphologic abnormality),0.0,Colostomy (procedure),398740003
363698007,Finding site (attribute),52082005,Structure of ligament (body structure),0.0,Sprain of ligament (disorder),398878007
116676008,Associated morphology (attribute),384709000,Sprain (morphologic abnormality),0.0,Sprain of ligament (disorder),398878007
42752001,Due to (attribute),773760007,Traumatic event (event),1.0,Sprain of ligament (disorder),398878007
363698007,Finding site (attribute),1028005,Sebaceous gland structure (body structure),0.0,Rosacea (disorder),398909004
363698007,Finding site (attribute),74281007,Myocardium structure (body structure),0.0,Congestive cardiomyopathy (disorder),399020009
116676008,Associated morphology (attribute),25322007,Dilatation (morphologic abnormality),0.0,Congestive cardiomyopathy (disorder),399020009
363698007,Finding site (attribute),41216001,Prostatic structure (body structure),0.0,Malignant tumor of prostate (disorder),399068003
116676008,Associated morphology (attribute),367651003,"Malignant neoplasm of primary, secondary, or uncertain origin (morphologic abnormality)",0.0,Malignant tumor of prostate (disorder),399068003
363698007,Finding site (attribute),43120001,Structure of capsule of shoulder joint (body structure),0.0,Adhesive capsulitis of shoulder (disorder),399114005
363698007,Finding site (attribute),61685007,Lower limb structure (body structure),0.0,Hereditary spastic paraplegia (disorder),39912006
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),1.0,Hereditary spastic paraplegia (disorder),39912006
363698007,Finding site (attribute),2748008,Spinal cord structure (body structure),1.0,Hereditary spastic paraplegia (disorder),39912006
116676008,Associated morphology (attribute),107669003,Degenerative abnormality (morphologic abnormality),1.0,Hereditary spastic paraplegia (disorder),39912006
363698007,Finding site (attribute),123851003,Mouth region structure (body structure),0.0,Burning mouth syndrome (disorder),399165002
246075003,Causative agent (attribute),767270007,Iron and iron compound (substance),0.0,Hemochromatosis (disorder),399187006
363698007,Finding site (attribute),89837001,Urinary bladder structure (body structure),0.0,Malignant tumor of urinary bladder (disorder),399326009
116676008,Associated morphology (attribute),367651003,"Malignant neoplasm of primary, secondary, or uncertain origin (morphologic abnormality)",0.0,Malignant tumor of urinary bladder (disorder),399326009
363698007,Finding site (attribute),78076003,Structure of lens of eye (body structure),0.0,Juvenile cataract (disorder),399336001
116676008,Associated morphology (attribute),128305008,Abnormally opaque structure (morphologic abnormality),0.0,Juvenile cataract (disorder),399336001
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Pressure ulcer (disorder),399912005
116676008,Associated morphology (attribute),420226006,Pressure ulcer (morphologic abnormality),0.0,Pressure ulcer (disorder),399912005
363698007,Finding site (attribute),386045008,Hair structure (body structure),0.0,Hirsutism (disorder),399939002
116676008,Associated morphology (attribute),57697001,Growth alteration (morphologic abnormality),0.0,Hirsutism (disorder),399939002
116676008,Associated morphology (attribute),400101001,Melanocytic nevus - category (morphologic abnormality),0.0,Melanocytic nevus (disorder),400096001
363698007,Finding site (attribute),15672000,Structure of superficial temporal artery (body structure),0.0,Temporal arteritis (disorder),400130008
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Temporal arteritis (disorder),400130008
363698007,Finding site (attribute),770805009,Structure of nail unit of toe (body structure),0.0,Ingrowing toenail (disorder),400200009
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Pityriasis capitis (disorder),400201008
116676008,Associated morphology (attribute),1806006,Eruption (morphologic abnormality),0.0,Pityriasis capitis (disorder),400201008
363698007,Finding site (attribute),43067004,Skin structure of scalp (body structure),1.0,Pityriasis capitis (disorder),400201008
116676008,Associated morphology (attribute),400183000,Exfoliative lesion (morphologic abnormality),1.0,Pityriasis capitis (disorder),400201008
116676008,Associated morphology (attribute),253053003,Benign hemangioma (morphologic abnormality),0.0,Hemangioma (disorder),400210000
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Infection caused by Molluscum contagiosum (disorder),40070004
246075003,Causative agent (attribute),68855006,Molluscum contagiosum virus (organism),0.0,Infection caused by Molluscum contagiosum (disorder),40070004
363714003,Interprets (attribute),441689006,Measurement of total hemoglobin concentration (procedure),0.0,Thalassemia (disorder),40108008
363713009,Has interpretation (attribute),281300000,Below reference range (qualifier value),0.0,Thalassemia (disorder),40108008
363714003,Interprets (attribute),14089001,Red blood cell count (procedure),1.0,Thalassemia (disorder),40108008
363713009,Has interpretation (attribute),281300000,Below reference range (qualifier value),1.0,Thalassemia (disorder),40108008
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),2.0,Thalassemia (disorder),40108008
363698007,Finding site (attribute),41898006,Erythrocyte (cell),2.0,Thalassemia (disorder),40108008
363698007,Finding site (attribute),33712006,Skin structure of hand (body structure),0.0,Vesicular hand eczema (disorder),402222007
116676008,Associated morphology (attribute),72095004,Vesicular inflammation (morphologic abnormality),0.0,Vesicular hand eczema (disorder),402222007
47429007,Associated with (attribute),115665000,Atopy (finding),1.0,Vesicular hand eczema (disorder),402222007
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Contact dermatitis (disorder),40275004
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Contact dermatitis (disorder),40275004
370135005,Pathological process (attribute),769258001,Contact hypersensitivity process (qualifier value),0.0,Contact dermatitis (disorder),40275004
116676008,Associated morphology (attribute),400155002,Squamous cell carcinoma - category (morphologic abnormality),0.0,Squamous cell carcinoma (disorder),402815007
116676008,Associated morphology (attribute),115233005,Germ cell neoplasm (morphologic abnormality),0.0,Germ cell tumor (disorder),402878003
363698007,Finding site (attribute),28726007,Corneal structure (body structure),0.0,Primary herpes simplex keratoconjunctivitis (disorder),402885004
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Primary herpes simplex keratoconjunctivitis (disorder),402885004
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Primary herpes simplex keratoconjunctivitis (disorder),402885004
246075003,Causative agent (attribute),19965007,Human herpes simplex virus (organism),0.0,Primary herpes simplex keratoconjunctivitis (disorder),402885004
363698007,Finding site (attribute),29445007,Conjunctival structure (body structure),1.0,Primary herpes simplex keratoconjunctivitis (disorder),402885004
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),1.0,Primary herpes simplex keratoconjunctivitis (disorder),402885004
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),1.0,Primary herpes simplex keratoconjunctivitis (disorder),402885004
246075003,Causative agent (attribute),19965007,Human herpes simplex virus (organism),1.0,Primary herpes simplex keratoconjunctivitis (disorder),402885004
116676008,Associated morphology (attribute),770951006,Superficial bite wound (morphologic abnormality),0.0,Spider bite wound (disorder),403149008
42752001,Due to (attribute),771257008,Bite of spider (event),1.0,Spider bite wound (disorder),403149008
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Epidermal burn of skin (disorder),403190006
116676008,Associated morphology (attribute),77140003,First degree burn injury (morphologic abnormality),0.0,Epidermal burn of skin (disorder),403190006
42752001,Due to (attribute),773760007,Traumatic event (event),1.0,Epidermal burn of skin (disorder),403190006
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Partial thickness burn (disorder),403191005
116676008,Associated morphology (attribute),46541008,Second degree burn injury (morphologic abnormality),0.0,Partial thickness burn (disorder),403191005
42752001,Due to (attribute),773760007,Traumatic event (event),1.0,Partial thickness burn (disorder),403191005
363698007,Finding site (attribute),127856007,Skin and/or subcutaneous tissue structure (body structure),0.0,Full thickness burn (disorder),403192003
116676008,Associated morphology (attribute),80247002,Third degree burn injury (morphologic abnormality),0.0,Full thickness burn (disorder),403192003
42752001,Due to (attribute),773760007,Traumatic event (event),1.0,Full thickness burn (disorder),403192003
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Solar erythema (disorder),403194002
116676008,Associated morphology (attribute),70819003,Erythema (morphologic abnormality),0.0,Solar erythema (disorder),403194002
246075003,Causative agent (attribute),41355003,Ultraviolet radiation (physical force),0.0,Solar erythema (disorder),403194002
363698007,Finding site (attribute),54468004,Skin structure of nipple (body structure),0.0,Paget's disease of nipple (disorder),403946000
116676008,Associated morphology (attribute),2985005,"Paget's disease, mammary (morphologic abnormality)",0.0,Paget's disease of nipple (disorder),403946000
363714003,Interprets (attribute),311465003,Cognitive functions (observable entity),0.0,Postconcussion syndrome (disorder),40425004
363713009,Has interpretation (attribute),260379002,Impaired (qualifier value),0.0,Postconcussion syndrome (disorder),40425004
255234002,After (attribute),110030002,Concussion injury of brain (disorder),1.0,Postconcussion syndrome (disorder),40425004
363698007,Finding site (attribute),12738006,Brain structure (body structure),2.0,Postconcussion syndrome (disorder),40425004
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),2.0,Postconcussion syndrome (disorder),40425004
42752001,Due to (attribute),773760007,Traumatic event (event),3.0,Postconcussion syndrome (disorder),40425004
255234002,After (attribute),773760007,Traumatic event (event),4.0,Postconcussion syndrome (disorder),40425004
363698007,Finding site (attribute),10200004,Liver structure (body structure),0.0,"Viral hepatitis, type A (disorder)",40468003
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,"Viral hepatitis, type A (disorder)",40468003
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,"Viral hepatitis, type A (disorder)",40468003
246075003,Causative agent (attribute),32452004,Hepatitis A virus (organism),0.0,"Viral hepatitis, type A (disorder)",40468003
363714003,Interprets (attribute),386725007,Body temperature (observable entity),0.0,Malignant hyperthermia (finding),405501007
363713009,Has interpretation (attribute),281302008,Above reference range (qualifier value),0.0,Malignant hyperthermia (finding),405501007
260686004,Method (attribute),129265001,Evaluation - action (qualifier value),0.0,BRCA1 mutation carrier detection test (procedure),405823003
260686004,Method (attribute),129265001,Evaluation - action (qualifier value),0.0,Genetic test (procedure),405824009
260686004,Method (attribute),129265001,Evaluation - action (qualifier value),0.0,BRCA2 mutation carrier detection test (procedure),405826006
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Attention deficit hyperactivity disorder (disorder),406506008
363714003,Interprets (attribute),364665006,Ability to perform function / activity (observable entity),1.0,Attention deficit hyperactivity disorder (disorder),406506008
370135005,Pathological process (attribute),442614005,Parasitic process (qualifier value),0.0,Infection caused by Toxocara (disorder),406619001
246075003,Causative agent (attribute),39091000,Toxocara (organism),0.0,Infection caused by Toxocara (disorder),406619001
260686004,Method (attribute),278292003,Ultrasound imaging - action (qualifier value),0.0,Echocardiography (procedure),40701008
405813007,Procedure site - Direct (attribute),80891009,Heart structure (body structure),0.0,Echocardiography (procedure),40701008
363698007,Finding site (attribute),127868003,Upper digestive tract structure (body structure),0.0,Dysphagia (disorder),40739000
363698007,Finding site (attribute),10200004,Liver structure (body structure),0.0,Autoimmune hepatitis (disorder),408335007
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Autoimmune hepatitis (disorder),408335007
370135005,Pathological process (attribute),263680009,Autoimmune process (qualifier value),0.0,Autoimmune hepatitis (disorder),408335007
260686004,Method (attribute),129441002,Counseling - action (qualifier value),0.0,Counseling (procedure),409063005
363698007,Finding site (attribute),69748006,Thyroid structure (body structure),0.0,Hypothyroidism (disorder),40930008
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Anthrax (disorder),409498004
246075003,Causative agent (attribute),21927003,Bacillus anthracis (organism),0.0,Anthrax (disorder),409498004
363698007,Finding site (attribute),84782009,Peripheral nerve structure (body structure),0.0,Guillain-Barré syndrome (disorder),40956001
116676008,Associated morphology (attribute),32693004,Demyelination (morphologic abnormality),0.0,Guillain-Barré syndrome (disorder),40956001
370135005,Pathological process (attribute),263680009,Autoimmune process (qualifier value),0.0,Guillain-Barré syndrome (disorder),40956001
363698007,Finding site (attribute),84782009,Peripheral nerve structure (body structure),1.0,Guillain-Barré syndrome (disorder),40956001
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),1.0,Guillain-Barré syndrome (disorder),40956001
370135005,Pathological process (attribute),263680009,Autoimmune process (qualifier value),1.0,Guillain-Barré syndrome (disorder),40956001
263502005,Clinical course (attribute),424124008,Sudden onset AND/OR short duration (qualifier value),2.0,Guillain-Barré syndrome (disorder),40956001
363698007,Finding site (attribute),84782009,Peripheral nerve structure (body structure),0.0,Benign neoplasm of peripheral nerve (disorder),409660009
116676008,Associated morphology (attribute),3898006,"Neoplasm, benign (morphologic abnormality)",0.0,Benign neoplasm of peripheral nerve (disorder),409660009
363698007,Finding site (attribute),91134007,Mitral valve structure (body structure),0.0,Mitral valve prolapse (disorder),409712001
116676008,Associated morphology (attribute),29696001,Prolapse (morphologic abnormality),0.0,Mitral valve prolapse (disorder),409712001
263502005,Clinical course (attribute),7087005,Intermittent (qualifier value),0.0,Intermittent explosive disorder (disorder),40987004
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Complete trisomy 21 syndrome (disorder),41040004
363698007,Finding site (attribute),43009003,Chromosome pair 21 (cell structure),0.0,Complete trisomy 21 syndrome (disorder),41040004
116676008,Associated morphology (attribute),107673000,Cellular AND/OR subcellular abnormality (morphologic abnormality),0.0,Complete trisomy 21 syndrome (disorder),41040004
116676008,Associated morphology (attribute),78989007,Trisomy (morphologic abnormality),1.0,Complete trisomy 21 syndrome (disorder),41040004
363698007,Finding site (attribute),80891009,Heart structure (body structure),0.0,Cardiac arrest (disorder),410429000
363698007,Finding site (attribute),55214000,Bronchiole structure (body structure),0.0,Bronchiolitis (disorder),4120002
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Bronchiolitis (disorder),4120002
363698007,Finding site (attribute),49549006,Structure of visual system (body structure),0.0,Presbyopia (disorder),41256004
116676008,Associated morphology (attribute),846575004,Angioedema (morphologic abnormality),0.0,Angioedema (disorder),41291007
363698007,Finding site (attribute),10200004,Liver structure (body structure),0.0,Alcoholic liver damage (disorder),41309000
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Alcoholic liver damage (disorder),41309000
246075003,Causative agent (attribute),311492009,Ingestible alcohol (substance),0.0,Alcoholic liver damage (disorder),41309000
363698007,Finding site (attribute),39365008,Osteoid tissue (body structure),0.0,Rickets (disorder),41345002
719722006,Has realization (attribute),472964009,Allergic process (qualifier value),0.0,Allergy to food (finding),414285001
246075003,Causative agent (attribute),762766007,Edible substance (substance),0.0,Allergy to food (finding),414285001
363698007,Finding site (attribute),77024004,Structure of free margin of eyelid (body structure),0.0,Blepharitis (disorder),41446000
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Blepharitis (disorder),41446000
246075003,Causative agent (attribute),11894001,Clostridium botulinum toxin (substance),0.0,Intoxication with Clostridium botulinum toxin (disorder),414531002
363698007,Finding site (attribute),289959001,Musculoskeletal structure of spine (body structure),0.0,Kyphosis deformity of spine (disorder),414564002
116676008,Associated morphology (attribute),46360000,Abnormal curvature (morphologic abnormality),0.0,Kyphosis deformity of spine (disorder),414564002
363698007,Finding site (attribute),74281007,Myocardium structure (body structure),0.0,Myocardial ischemia (disorder),414795007
116676008,Associated morphology (attribute),449735000,Structural change due to ischemia (morphologic abnormality),0.0,Myocardial ischemia (disorder),414795007
363714003,Interprets (attribute),363808001,Measured body weight (observable entity),0.0,Obesity (disorder),414916001
363698007,Finding site (attribute),770802007,Nail unit structure (body structure),0.0,Onychomycosis (disorder),414941008
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Onychomycosis (disorder),414941008
246075003,Causative agent (attribute),414561005,Kingdom Fungi (organism),0.0,Onychomycosis (disorder),414941008
47429007,Associated with (attribute),386661006,Fever (finding),0.0,Febrile convulsion (finding),41497008
363698007,Finding site (attribute),12738006,Brain structure (body structure),1.0,Febrile convulsion (finding),41497008
363698007,Finding site (attribute),78067005,Placental structure (body structure),0.0,Placental abruption (disorder),415105001
116676008,Associated morphology (attribute),16640008,Separation (morphologic abnormality),0.0,Placental abruption (disorder),415105001
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,Reactive attachment disorder (disorder),41526007
363698007,Finding site (attribute),113276009,Intestinal structure (body structure),0.0,Whipple's disease (disorder),41545003
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Whipple's disease (disorder),41545003
246075003,Causative agent (attribute),417060007,Tropheryma whipplei (organism),0.0,Whipple's disease (disorder),41545003
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Sweating (finding),415690000
363714003,Interprets (attribute),415691001,"Sweating, function (observable entity)",1.0,Sweating (finding),415690000
363698007,Finding site (attribute),27824001,First metatarsophalangeal joint structure (body structure),0.0,Swelling of first metatarsophalangeal joint of hallux (disorder),415692008
116676008,Associated morphology (attribute),80400009,External hyperostosis (morphologic abnormality),0.0,Swelling of first metatarsophalangeal joint of hallux (disorder),415692008
116676008,Associated morphology (attribute),33377007,Cavernous hemangioma (morphologic abnormality),0.0,Cavernous hemangioma (disorder),416824008
363698007,Finding site (attribute),26864007,Structure of product of conception (body structure),0.0,"Hydatidiform mole, benign (disorder)",417044008
116676008,Associated morphology (attribute),417271000,"Hydatidiform mole, benign (morphologic abnormality)",0.0,"Hydatidiform mole, benign (disorder)",417044008
370135005,Pathological process (attribute),308490002,Pathological developmental process (qualifier value),0.0,"Hydatidiform mole, benign (disorder)",417044008
363714003,Interprets (attribute),364320009,Pregnancy observable (observable entity),1.0,"Hydatidiform mole, benign (disorder)",417044008
363698007,Finding site (attribute),85537004,Glenohumeral joint structure (body structure),0.0,Dislocation of shoulder joint (disorder),417076003
116676008,Associated morphology (attribute),87642003,Dislocation (morphologic abnormality),0.0,Dislocation of shoulder joint (disorder),417076003
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Disease caused by West Nile virus (disorder),417093003
246075003,Causative agent (attribute),57311007,West Nile virus (organism),0.0,Disease caused by West Nile virus (disorder),417093003
363698007,Finding site (attribute),707862002,Structure of skin and/or mucous membrane (body structure),0.0,Blister of skin AND/OR mucosa (disorder),417237009
116676008,Associated morphology (attribute),339008,Blister (morphologic abnormality),0.0,Blister of skin AND/OR mucosa (disorder),417237009
246454002,Occurrence (attribute),255399007,Congenital (qualifier value),0.0,Sickling disorder due to hemoglobin S (disorder),417357006
363698007,Finding site (attribute),41898006,Erythrocyte (cell),0.0,Sickling disorder due to hemoglobin S (disorder),417357006
363698007,Finding site (attribute),16953009,Elbow joint structure (body structure),0.0,Dislocation of elbow joint (disorder),417558002
116676008,Associated morphology (attribute),87642003,Dislocation (morphologic abnormality),0.0,Dislocation of elbow joint (disorder),417558002
260686004,Method (attribute),410817004,Dilation repair - action (qualifier value),0.0,Angioplasty of blood vessel (procedure),418285008
405813007,Procedure site - Direct (attribute),59820001,Blood vessel structure (body structure),0.0,Angioplasty of blood vessel (procedure),418285008
363698007,Finding site (attribute),80891009,Heart structure (body structure),0.0,Brugada syndrome (disorder),418818005
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Lichen nitidus (disorder),41890004
116676008,Associated morphology (attribute),19940005,Lichenification (morphologic abnormality),0.0,Lichen nitidus (disorder),41890004
363698007,Finding site (attribute),39937001,Skin structure (body structure),1.0,Lichen nitidus (disorder),41890004
116676008,Associated morphology (attribute),70831001,Papular rash (morphologic abnormality),1.0,Lichen nitidus (disorder),41890004
363698007,Finding site (attribute),39937001,Skin structure (body structure),2.0,Lichen nitidus (disorder),41890004
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),2.0,Lichen nitidus (disorder),41890004
42752001,Due to (attribute),418363000,Itching of skin (finding),3.0,Lichen nitidus (disorder),41890004
363698007,Finding site (attribute),76784001,Vaginal structure (body structure),0.0,Bacterial vaginosis (disorder),419760006
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Bacterial vaginosis (disorder),419760006
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Bacterial vaginosis (disorder),419760006
246075003,Causative agent (attribute),409822003,Domain Bacteria (organism),0.0,Bacterial vaginosis (disorder),419760006
719722006,Has realization (attribute),472964009,Allergic process (qualifier value),0.0,Allergy to nickel (finding),419788000
246075003,Causative agent (attribute),33396006,Nickel (substance),0.0,Allergy to nickel (finding),419788000
116676008,Associated morphology (attribute),419670003,Epidermoid cyst (morphologic abnormality),0.0,Epidermoid cyst (disorder),419893006
363698007,Finding site (attribute),314802006,Structure of lacrimal apparatus (body structure),0.0,Watery eye (finding),420103007
363714003,Interprets (attribute),417323003,Lacrimal drainage system observable (observable entity),1.0,Watery eye (finding),420103007
719722006,Has realization (attribute),472964009,Allergic process (qualifier value),0.0,Allergy to wheat (finding),420174000
246075003,Causative agent (attribute),412071004,Wheat (substance),0.0,Allergy to wheat (finding),420174000
42752001,Due to (attribute),73211009,Diabetes mellitus (disorder),0.0,Ketoacidosis in diabetes mellitus (disorder),420422005
363714003,Interprets (attribute),33747003,"Glucose measurement, blood (procedure)",1.0,Ketoacidosis in diabetes mellitus (disorder),420422005
363713009,Has interpretation (attribute),281302008,Above reference range (qualifier value),1.0,Ketoacidosis in diabetes mellitus (disorder),420422005
363714003,Interprets (attribute),401156005,Plasma osmolality (observable entity),2.0,Ketoacidosis in diabetes mellitus (disorder),420422005
363713009,Has interpretation (attribute),281302008,Above reference range (qualifier value),2.0,Ketoacidosis in diabetes mellitus (disorder),420422005
363714003,Interprets (attribute),81065003,pH measurement (procedure),3.0,Ketoacidosis in diabetes mellitus (disorder),420422005
363713009,Has interpretation (attribute),281300000,Below reference range (qualifier value),3.0,Ketoacidosis in diabetes mellitus (disorder),420422005
363698007,Finding site (attribute),5665001,Retinal structure (body structure),0.0,Retinal detachment (disorder),42059000
116676008,Associated morphology (attribute),16640008,Separation (morphologic abnormality),0.0,Retinal detachment (disorder),42059000
363698007,Finding site (attribute),62834003,Upper gastrointestinal tract structure (body structure),0.0,Nausea (finding),422587007
363698007,Finding site (attribute),69748006,Thyroid structure (body structure),0.0,Hurthle cell carcinoma of thyroid (disorder),423158009
116676008,Associated morphology (attribute),57596004,Oxyphilic adenocarcinoma (morphologic abnormality),0.0,Hurthle cell carcinoma of thyroid (disorder),423158009
260686004,Method (attribute),129433002,Inspection - action (qualifier value),0.0,Endoscopy (procedure),423827005
424226004,Using device (attribute),37270008,"Endoscope, device (physical object)",0.0,Endoscopy (procedure),423827005
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Listeriosis (disorder),4241002
246075003,Causative agent (attribute),36094007,Listeria monocytogenes (organism),0.0,Listeriosis (disorder),4241002
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Nephrogenic systemic fibrosis (disorder),424114000
116676008,Associated morphology (attribute),112674009,Fibrosis (morphologic abnormality),0.0,Nephrogenic systemic fibrosis (disorder),424114000
47429007,Associated with (attribute),90708001,Kidney disease (disorder),1.0,Nephrogenic systemic fibrosis (disorder),424114000
116676008,Associated morphology (attribute),372151005,Sarcoma - category (morphologic abnormality),0.0,Sarcoma (disorder),424413001
116676008,Associated morphology (attribute),26696002,Chemical burn (morphologic abnormality),0.0,Chemical burn (disorder),426284001
42752001,Due to (attribute),274926008,Burning caused by caustic and corrosive substance (event),1.0,Chemical burn (disorder),426284001
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Streptococcus agalactiae infection (disorder),426933007
246075003,Causative agent (attribute),43492007,Streptococcus agalactiae (organism),0.0,Streptococcus agalactiae infection (disorder),426933007
363698007,Finding site (attribute),113277000,Oral mucous membrane structure (body structure),0.0,Aphthous ulcer of mouth (disorder),426965005
116676008,Associated morphology (attribute),110426005,Aphtha (morphologic abnormality),0.0,Aphthous ulcer of mouth (disorder),426965005
363698007,Finding site (attribute),118509002,Structure of fascial compartment (body structure),0.0,Nontraumatic exertional compartment syndrome (disorder),427458001
116676008,Associated morphology (attribute),37782003,Damage (morphologic abnormality),0.0,Nontraumatic exertional compartment syndrome (disorder),427458001
246075003,Causative agent (attribute),285665007,Increase in pressure (physical force),0.0,Nontraumatic exertional compartment syndrome (disorder),427458001
42752001,Due to (attribute),419912001,Overexertion (event),1.0,Nontraumatic exertional compartment syndrome (disorder),427458001
